,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,multiplayer,singleplayer,viewconut,likecount,commentcount,videotitle,published,description
871,871,871,871,873,Destiny,X360,2014.0,Shooter,Activision,1.3,0.49,0.0,0.16,1.95,,,1561411.0,14595.0,5097.0,Destiny Review,2014-09-18T20:40:22Z,"At long last, IGN's final verdict on Bungie's ambitious shooter is here. See what we thought of Destiny.

------------------------------­----
Follow IGN for more!
------------------------------­----

YOUTUBE: https://www.youtube.com/user/ignentertainment?sub_confirmation=1
IGN OFFICIAL APP: http://www.ign.com/mobile
FACEBOOK: https://www.facebook.com/ign
TWITTER: https://twitter.com/ign
INSTAGRAM: https://instagram.com/igndotcom/?hl=en
WEBSITE: http://www.ign.com/
GOOGLE+: https://plus.google.com/+IGN"
872,872,872,872,874,Crash Nitro Kart,PS2,2003.0,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95,True,True,631177.0,7361.0,2064.0,Crash Team Racing Nitro-Fueled Review,2019-06-21T04:00:04Z,"Crash Team Racing Nitro-Fueled's difficulty, memorable track design, and addictive power-slide mechanic make it a kart racer worth playing but it's not without its frustrations.

Crash Team Racing Nitro-Fueled Zem Gameplay
https://www.youtube.com/watch?v=ZCx-8T4teWI

Subscribe to IGN for more!
http://www.youtube.com/user/IGNentertainment?sub_confirmation=1

---------------------------------
Watch more on IGN here!
---------------------------------

DAILY FIX: https://www.youtube.com/watch?v=-_e1aXYckPE&list=PLraFbwCoisJCYFqFP7e7UQnHHZL05LooZ&index=2&t=0s
GAME REVIEWS: https://www.youtube.com/watch?v=pCJmeQyJk1E&list=PLraFbwCoisJBTl0oXn8UoUam5HXWUZ7ES&t=0s&index=2
MOVIE REVIEWS: https://www.youtube.com/watch?v=pCJmeQyJk1E&list=PLraFbwCoisJBTl0oXn8UoUam5HXWUZ7ES&t=0s&index=2
TRAILERS: https://www.youtube.com/watch?v=hr1dfwy4n90&list=PLraFbwCoisJA6xInpo8WhMSrR3Y7CjatL&index=2
NEWS: https://www.youtube.com/watch?v=Ctgzg7MZiZ8&list=PLyN6dWP9XPgpzD7LJttHSs_peWliw7QSW

#ign #gaming"
873,873,873,873,875,Grand Theft Auto: San Andreas,XB,2005.0,Action,Take-Two Interactive,1.26,0.61,0.0,0.09,1.95,True,True,360822.0,3516.0,638.0,Grand Theft Auto San Andreas HD Review Commentary,2014-10-31T01:01:04Z,A good way to experience a great old game.
874,874,874,874,876,Star Wars: Dark Forces,PC,1994.0,Shooter,LucasArts,1.09,0.77,0.0,0.09,1.95,True,True,28500.0,452.0,50.0,Our Favorite Star Wars Games - Star Wars Dark Forces 2: Jedi Knight (IGN Plays Live),2016-12-14T23:11:52Z,"Jared and Max relive memories from a galaxy far far away with Star Wars Dark Forces 2: Jedi Knight. Streaming from 1- 3pm PT.

Watch: Every Sith Ever:
https://www.youtube.com/watch?v=LDs6S1BCKzM

Rogue One: A Star Wars Story Review
https://www.youtube.com/watch?v=zC7PynTifVA

Rogue One: A Star Wars Story - Felicity Jones on the Force & Jyn Erso's Necklace
https://www.youtube.com/watch?v=WWe_yMZtIaQ

15 Minutes of Star Wars Battlefront Rogue One Gameplay:
https://www.youtube.com/watch?v=Od5RUE5UZGk

Watch more movie reviews here!
https://www.youtube.com/watch?v=kcv7PwBXp7I&list=PLraFbwCoisJCG-Oc0RG_qsLvbpoAm11Mi

------------------------------­----
Follow IGN for more!
------------------------------­----

IGN OFFICIAL APP: http://www.ign.com/mobile
FACEBOOK: https://www.facebook.com/ign
TWITTER: https://twitter.com/ign
INSTAGRAM: https://instagram.com/igndotcom/?hl=en
WEBSITE: http://www.ign.com/
GOOGLE+: https://plus.google.com/+IGN

#ign #rogueone #starwars"
875,875,875,875,877,NBA Street Vol. 2,PS2,2003.0,Sports,Electronic Arts,1.69,0.2,0.0,0.06,1.95,True,True,132814.0,615.0,109.0,NBA Street Homecourt Xbox 360 Review - Video Review (HD),2011-06-23T10:02:30Z,None
876,876,876,876,878,Def Jam Vendetta,PS2,2003.0,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94,True,True,1895.0,5.0,0.0,Def Jam Vendetta PlayStation 2 Gameplay_2002_12_20_2,2011-05-20T02:36:13Z,None
877,877,877,877,879,FIFA Soccer 09,X360,2008.0,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,True,True,593366.0,1600.0,892.0,FIFA 10 Video Review,2009-10-15T01:01:07Z,Footie fanatics the world over neednt look any further. See more IGN videos at http://video.ign.com
878,878,878,878,880,Who wants to be a millionaire,PC,1999.0,Misc,Disney Interactive Studios,1.94,0.0,0.0,0.0,1.94,,,751.0,4.0,0.0,Karaoke Revolution Presents American Idol Encore,2011-05-23T05:47:59Z,None
879,879,879,879,881,Scooby Doo and the Cyber Chase,PS,2001.0,Adventure,THQ,0.59,1.23,0.0,0.13,1.94,,,44.0,1.0,0.0,Star Wars Starfighter PlayStation 2 Gameplay_2001_01_30_4,2011-05-20T09:50:08Z,None
880,880,880,880,882,Alleyway,GB,1989.0,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,,,139.0,2.0,0.0,24: The Game PlayStation 2 Gameplay - Alleyway Chase,2011-06-16T06:57:41Z,None
881,881,881,881,883,Dragon Ball Z: Budokai 3,PS2,2004.0,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,True,False,45898.0,436.0,177.0,Dragon Ball Z Budokai Tenkaichi PlayStation 2 Review -,2011-06-23T10:02:30Z,None
882,882,882,882,884,Jet Moto 2,PS,1997.0,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,True,True,306.0,1.0,1.0,Jet Moto 2 PlayStation Gameplay - Jet Moto 2 movie,2011-05-20T13:55:51Z,None
883,883,883,883,885,Tom Clancy's Ghost Recon,PS2,2002.0,Shooter,Ubisoft,1.42,0.4,0.0,0.12,1.94,,,775206.0,7160.0,1049.0,Ghost Recon Breakpoint Review,2019-10-10T21:53:05Z,"Ubisoft’s latest tale of Ghosts is an overly familiar romp with too many pieces that don't work together for an ultimately disjointed open-world shooter.

Subscribe to IGN for more!
http://www.youtube.com/user/IGNentertainment?sub_confirmation=1

------------------------------ ----
Watch more on IGN here!
------------------------------ ----

DAILY FIX: https://www.youtube.com/watch?v=-_e1aXYckPE&list=PLraFbwCoisJCYFqFP7e7UQnHHZL05LooZ&index=2&t=0s
GAME REVIEWS: https://www.youtube.com/watch?v=pCJmeQyJk1E&list=PLraFbwCoisJBTl0oXn8UoUam5HXWUZ7ES&t=0s&index=2
MOVIE REVIEWS: https://www.youtube.com/watch?v=pCJmeQyJk1E&list=PLraFbwCoisJBTl0oXn8UoUam5HXWUZ7ES&t=0s&index=2
TRAILERS: https://www.youtube.com/watch?v=hr1dfwy4n90&list=PLraFbwCoisJA6xInpo8WhMSrR3Y7CjatL&index=2
NEWS: https://www.youtube.com/watch?v=Ctgzg7MZiZ8&list=PLyN6dWP9XPgpzD7LJttHSs_peWliw7QSW

#ign"
884,884,884,884,886,X-Men Legends,PS2,2004.0,Role-Playing,Activision,1.0,0.72,0.0,0.21,1.93,True,True,1328.0,12.0,1.0,X-Men Legends II: Rise of Apocalypse Sony PSP Interview -,2011-05-19T20:33:02Z,None
885,885,885,885,887,Batman: Arkham Origins,X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.15,0.61,0.0,0.17,1.93,True,True,1273563.0,9978.0,3677.0,Batman: Arkham Origins  Review,2013-10-25T17:49:21Z,"Even when a Batman game isn't very good, it's still pretty good.

------------------------------­----
Follow IGN for more!
------------------------------­----

YOUTUBE: https://www.youtube.com/user/ignentertainment?sub_confirmation=1
IGN OFFICIAL APP: http://www.ign.com/mobile
FACEBOOK: https://www.facebook.com/ign
TWITTER: https://twitter.com/ign
INSTAGRAM: https://instagram.com/igndotcom/?hl=en
WEBSITE: http://www.ign.com/
GOOGLE+: https://plus.google.com/+IGN"
886,886,886,886,888,Guitar Hero: World Tour,PS3,2008.0,Misc,Activision,1.1,0.56,0.0,0.27,1.93,True,True,145668.0,632.0,391.0,Guitar Hero World Tour Review,2008-10-28T01:02:58Z,"Neversoft returns to the stage with a solid, though somewhat disappointing, performance."
887,887,887,887,889,Mortal Kombat II,SNES,1993.0,Fighting,Acclaim Entertainment,1.48,0.39,0.0,0.06,1.93,True,True,1598932.0,26865.0,2714.0,Mortal Kombat 11 Review,2019-04-22T12:00:04Z,"Mortal Kombat 11 reviewed by Mitchell Saltzman on Xbox One X and PlayStation 4 Pro. Also available on PC and Nintendo Switch.

Mortal Kombat Explained in 7 Minutes:
https://www.youtube.com/watch?v=pDII_QKoNEQ

Mortal Kombat 11 - Story Prologue Cinematic:
https://www.youtube.com/watch?v=ugBZy8cb248

Subscribe to IGN for more!
http://www.youtube.com/user/IGNentertainment?sub_confirmation=1

---------------------------------
Watch more on IGN here!
---------------------------------

DAILY FIX: https://www.youtube.com/watch?v=-_e1aXYckPE&list=PLraFbwCoisJCYFqFP7e7UQnHHZL05LooZ&index=2&t=0s
GAME REVIEWS: https://www.youtube.com/watch?v=pCJmeQyJk1E&list=PLraFbwCoisJBTl0oXn8UoUam5HXWUZ7ES&t=0s&index=2
MOVIE REVIEWS: https://www.youtube.com/watch?v=pCJmeQyJk1E&list=PLraFbwCoisJBTl0oXn8UoUam5HXWUZ7ES&t=0s&index=2
TRAILERS: https://www.youtube.com/watch?v=hr1dfwy4n90&list=PLraFbwCoisJA6xInpo8WhMSrR3Y7CjatL&index=2
NEWS: https://www.youtube.com/watch?v=Ctgzg7MZiZ8&list=PLyN6dWP9XPgpzD7LJttHSs_peWliw7QSW

#ign #mk11 #gaming"
888,888,888,888,890,Virtua Fighter 2,SAT,1995.0,Fighting,Sega,0.34,0.26,1.3,0.03,1.93,,,446.0,8.0,2.0,Virtua Fighter 2 Nintendo Wii Video - Our Nostalgia Hurts!,2011-06-23T10:02:30Z,None
889,889,889,889,891,Tetris DX,GB,1998.0,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93,True,True,82710.0,1275.0,107.0,Pac-Man 99 Review,2021-04-15T00:56:47Z,"Pac-Man 99 reviewed by Seth Macy on Nintendo Switch.

#IGN"
890,890,890,890,892,Mortal Kombat vs. DC Universe,X360,2008.0,Fighting,Midway Games,1.53,0.24,0.0,0.16,1.93,True,True,409249.0,1470.0,875.0,Mortal Kombat vs. DC Universe Review,2008-11-17T22:57:47Z,Corrupted boom tubes make strange bedfellows.
891,891,891,891,893,Watch Dogs,PS3,2014.0,Action,Ubisoft,0.56,0.89,0.1,0.37,1.93,,,1736247.0,17199.0,4543.0,Watch Dogs Review,2014-05-27T07:01:00Z,"An excellent open-world action game with some unique hacking-magic that makes it a memorable game.

------------------------------­----
Follow IGN for more!
------------------------------­----

YOUTUBE: https://www.youtube.com/user/ignentertainment?sub_confirmation=1
IGN OFFICIAL APP: http://www.ign.com/mobile
FACEBOOK: https://www.facebook.com/ign
TWITTER: https://twitter.com/ign
INSTAGRAM: https://instagram.com/igndotcom/?hl=en
WEBSITE: http://www.ign.com/
GOOGLE+: https://plus.google.com/+IGN"
892,892,892,892,894,Mario Super Sluggers,Wii,2008.0,Sports,Nintendo,1.51,0.0,0.29,0.12,1.93,True,True,20262.0,123.0,33.0,Mario Superstar Baseball GameCube Review - Video Review,2011-06-23T10:02:30Z,None
893,893,893,893,895,Tomb Raider (2013),X360,2013.0,Action,Square Enix,0.86,0.87,0.01,0.17,1.92,True,True,1375779.0,12922.0,5806.0,Tomb Raider Review (2013),2013-02-25T15:14:00Z,How has Lara's much-anticipated rebirth panned out?
894,894,894,894,896,The Legend of Zelda: Oracle of Ages,GB,2001.0,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,False,True,38904.0,515.0,60.0,The Legend of Zelda: Oracle of Ages & Seasons - IGN Plays,2014-09-21T20:30:01Z,"To celebrate Nintendo's 125th anniversary, we're spending time with some of the best games The Big N ever made."
895,895,895,895,897,Need for Speed: Shift,X360,2009.0,Racing,Electronic Arts,0.73,0.97,0.01,0.22,1.92,True,True,3735946.0,6622.0,4143.0,Need for Speed Shift Review,2009-09-11T00:40:13Z,We hit the track and tell you if EAs franchise has returned to greatness.
896,896,896,896,898,Monopoly,Wii,2008.0,Misc,Electronic Arts,0.87,0.85,0.0,0.2,1.92,,,37586.0,473.0,68.0,MONOPOLY Madness Breaks Ground on Nintendo Switch!,2021-12-11T00:00:13Z,"Monopoly Madness is bringing fast-paced real-estate action to Nintendo Switch! Race for fame and fortune by managing resources to acquire and upgrade properties, collect power-ups, and demolish opponents on your way to the top. Play solo in story mode or jump into chaotic online matches with up to six players! Think you've got what it takes to be the next Mr. Monopoly? Find out in Monopoly Madness - available December 9th on Nintendo Switch!

#IGN #Gaming #Nintendo"
897,897,897,897,899,Red Faction,PS2,2001.0,Shooter,THQ,0.76,0.96,0.0,0.2,1.92,,,343086.0,3213.0,426.0,Red Faction: Guerrilla Re-Mars-tered Review,2018-07-04T07:44:23Z,"IGN's review of Red Faction: Guerrilla Re-Mars-tered. 

Red Faction: Guerrilla Graphics Comparison - 2009 vs. 2018
https://www.youtube.com/watch?v=YKu21H7a4LM

The First 10 Minutes of Red Faction: Guerrilla Re-Mars-Tered
https://www.youtube.com/watch?v=2y6y5j-csfI

Subscribe to IGN for more!
https://www.youtube.com/user/IGNentertainment?sub_confirmation=1

------------------------------­----
Follow IGN for more!
------------------------------­----

YOUTUBE: https://www.youtube.com/user/ignenter...
IGN OFFICIAL APP: http://www.ign.com/mobile
FACEBOOK: https://www.facebook.com/ign
TWITTER: https://twitter.com/ign
INSTAGRAM: https://instagram.com/igndotcom/?hl=en
WEBSITE: http://www.ign.com/
GOOGLE+: https://plus.google.com/+IGN"
898,898,898,898,900,The Sims: Makin' Magic,PC,2003.0,Simulation,Electronic Arts,1.03,0.8,0.0,0.09,1.92,False,True,4357.0,20.0,8.0,The Sims: Makin' Magic PC Games Gameplay_2003_10_23,2011-05-20T00:42:02Z,None
899,899,899,899,901,MX Unleashed,PS2,2004.0,Racing,THQ,0.94,0.73,0.0,0.25,1.92,True,True,204.0,5.0,1.0,MX Unleashed PlayStation 2 Gameplay_2003_05_15_4,2011-05-20T01:58:41Z,None
900,900,900,900,902,PaRappa The Rapper,PS,1996.0,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,True,True,30603.0,427.0,108.0,Does Parappa the Rapper Still Hold Up? - PSX 2016,2016-12-04T21:30:01Z,"After 20 years, can the man with the master plan still kick, punch and block with the best of em?

Watch Everything from PSX 2016 here!
https://www.youtube.com/watch?v=BVolJ3L15lM&index=2&list=PLraFbwCoisJDGNMvYoK8UTa1LlMgUhY0U

5 Minutes of Parappa the Rapper Remastered Gameplay
https://www.youtube.com/watch?v=H2UDyLcl3CU

Check out our PlayStation 4 Pro Review:
https://www.youtube.com/watch?v=jfVCn8qJ690

While you're at it, catch our PlayStation VR Review here!
https://www.youtube.com/watch?v=wX8wlviCYIE

------------------------------­----
Follow IGN for more!
------------------------------­----

YOUTUBE: https://www.youtube.com/user/ignentertainment?sub_confirmation=1
IGN OFFICIAL APP: http://www.ign.com/mobile
FACEBOOK: https://www.facebook.com/ign
TWITTER: https://twitter.com/ign
INSTAGRAM: https://instagram.com/igndotcom/?hl=en
WEBSITE: http://www.ign.com/
GOOGLE+: https://plus.google.com/+IGN

#playstation #psx #psx2016"
901,901,901,901,903,Toy Story Mania!,Wii,2009.0,Misc,Disney Interactive Studios,1.06,0.67,0.0,0.18,1.92,,,4948.0,16.0,1.0,Toy Story Mania Nintendo Wii Trailer - Debut Trailer,2011-06-23T10:02:30Z,None
902,902,902,902,904,Mario Party 3,N64,2000.0,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,True,True,9909.0,199.0,52.0,Mario Party 3 - IGN Plays,2014-09-11T17:30:01Z,"To celebrate Nintendo's 125th anniversary, we're spending time with some of the best games The Big N ever made."
903,903,903,903,905,Star Wars: The Force Unleashed,Wii,2008.0,Action,LucasArts,1.14,0.57,0.0,0.19,1.91,True,True,611949.0,3438.0,888.0,Star Wars: The Force Unleashed Review,2008-09-16T00:00:33Z,Does LucasArts deliver on years of hype and promise?
904,904,904,904,906,Game Party 2,Wii,2008.0,Misc,Midway Games,1.3,0.44,0.0,0.17,1.91,True,True,837966.0,13290.0,825.0,Mario Party Superstars Review,2021-10-28T13:00:05Z,"Mario Party Superstars is more than just a collection of excellent boards and minigames from the series' past: It's a complete return to form for the Mario Party series. Find out why in our full Mario Party Superstars Review.

Reviewed by Mitchell Saltzman on Nintendo Switch

#IGN #Gaming #Nintendo"
905,905,905,905,907,Destiny: The Taken King,PS4,2015.0,Shooter,Activision,0.77,0.78,0.04,0.31,1.91,True,False,304690.0,4185.0,1183.0,Destiny: The Taken King Review,2015-09-24T01:30:00Z,"Bungie's shooter gets the royal treatment.

------------------------------­----
Follow IGN for more!
------------------------------­----

YOUTUBE: https://www.youtube.com/user/ignentertainment?sub_confirmation=1
IGN OFFICIAL APP: http://www.ign.com/mobile
FACEBOOK: https://www.facebook.com/ign
TWITTER: https://twitter.com/ign
INSTAGRAM: https://instagram.com/igndotcom/?hl=en
WEBSITE: http://www.ign.com/
GOOGLE+: https://plus.google.com/+IGN"
906,906,906,906,908,LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,LucasArts,1.08,0.66,0.0,0.17,1.91,True,True,673857.0,1706.0,433.0,LEGO Star Wars 3: Gameplay Trailer,2011-02-09T19:29:19Z,"This gameplay trailer shows the new look and feel for LEGO Star Wars 3. Get ready for epic lightsaber and blaster battles in the toy universe.

IGN's YouTube is just a taste of our content. Get more:
http://www.ign.com

Want this week's top videos? Sign up:
http://go.ign.com/VideoRound-up"
907,907,907,907,909,Star Wars Rogue Leader: Rogue Squadron II,GC,2001.0,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,False,True,120281.0,1868.0,128.0,Star Wars: Rogue Leader Developers React to 40 Minute Speedrun,2021-03-27T15:30:13Z,"Remember Star Wars Rogue Squadron 2: Rogue Leader for GameCube? Remember how it's still one of the best Star Wars games EVER made? Well ride along with three of the original developers as they watch this fantastic speedrun by DaymanAAA and tell incredible stories about what it was like to make the game.

Check out more from speedrun DaymanAAA here:
https://www.youtube.com/channel/UCQlqaeGlVRdwLq_5TA5DzGA
https://www.twitch.tv/DaymanAAA/about
https://twitter.com/DaymanAAA

Star Wars Rogue Squadron II: Rogue Leader is an action game developer by Factor 5 and LucasArts. It was released for Nintendo GameCube back in November 2001. The game spans all three movies in the original Star Wars trilogy, and you play as either Luke Skywalker or Wedge Antilles.

#IGN #DevsReact"
908,908,908,908,910,Max Payne 3,PS3,2012.0,Shooter,Take-Two Interactive,0.59,0.92,0.06,0.32,1.9,True,True,1740159.0,15986.0,7173.0,Max Payne 3 - IGN Video Review,2012-05-15T01:35:42Z,"After 9 years, Max Payne returns to the streets of South America. But has it been worth the wait? Find out in our dual-wielding, bullet-timing, action packed review!

Our wiki has in-depth info on everything Max Payne 3:
http://www.ign.com/wikis/max-payne-3?objectid=14332802

Subscribe to IGN's channel for the latest reviews, trailers, and walkthroughs: http://www.youtube.com/subscription_center?add_user=ignentertainment"
909,909,909,909,911,Need for Speed Rivals,PS4,2013.0,Racing,Electronic Arts,0.73,0.91,0.03,0.22,1.89,True,True,4513813.0,21435.0,2700.0,Need for Speed Rivals - Review,2013-11-20T20:06:17Z,"Fast, furious, and fun. Rivals blends Hot Pursuit and Most Wanted to great effect."
910,910,910,910,912,Madden NFL 09,PS3,2008.0,Sports,Electronic Arts,1.56,0.15,0.0,0.18,1.89,True,True,149853.0,794.0,261.0,Madden NFL 09 Review,2008-08-13T01:29:54Z,The series that only gets better with age.
911,911,911,911,913,Yokai Watch,3DS,2013.0,Role-Playing,Nintendo,0.21,0.3,1.33,0.04,1.89,,,249537.0,1936.0,354.0,Yo-Kai Watch Review,2015-11-04T18:00:01Z,"Yo-Kai Watch's battle is lackluster, but its world is full of spirit.

Watch more IGN Game Reviews here!
https://www.youtube.com/watch?v=WpV4o7FRlBs&list=PLraFbwCoisJBTl0oXn8UoUam5HXWUZ7ES&index=1"
912,912,912,912,914,Ratchet & Clank Future: A Crack in Time,PS3,2009.0,Platform,Sony Computer Entertainment,1.05,0.54,0.03,0.26,1.88,False,True,462901.0,2864.0,1563.0,Ratchet & Clank Future: A Crack in Time Review,2009-10-20T19:23:18Z,The Lombax's latest adventure is a brilliant one. Read the full review at http://ps3.ign.com/articles/103/1036656p1.html
913,913,913,913,915,Yu-Gi-Oh! Forbidden Memories,PS,1999.0,Role-Playing,Konami Digital Entertainment,1.37,0.44,0.0,0.08,1.88,True,True,7570.0,29.0,6.0,Yu-Gi-Oh! GX: The Beginning of Destiny PlayStation,2011-05-23T06:19:43Z,None
914,914,914,914,916,Mortal Kombat: Deception,PS2,2004.0,Fighting,Midway Games,0.92,0.72,0.0,0.24,1.88,True,True,48948.0,466.0,50.0,Mortal Kombat: Deception PlayStation 2 Trailer - Official,2011-06-16T21:40:47Z,None
915,915,915,915,917,Hot Shots Golf 2,PS,1999.0,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88,True,True,79149.0,255.0,239.0,IGN Reviews - Hot Shots Golf: World Invitational Vita - Game Review,2012-02-17T19:01:51Z,"IGN Editor Ryan Clements reviews the latest of the Hot Shots Golf series ""World Invitational"" on the PlayStation Vita. Does the new Hot Shots take advantage of the Vita's tech to make a hole in one?

Release Date: February 14, 2012
Platform: Vita
Rating: E
Published by: Sony Computer Entertainment
Developed by: Clap Hanz
Genre: Sports
Number of Players: 1-30

Make par over at IGN for more info:
http://vita.ign.com/objects/098/098901.html

Subscribe to IGN's channel for reviews, guides, trailers and all things gaming: http://www.youtube.com/subscription_center?add_user=ignentertainment"
916,916,916,916,918,Medal of Honor: European Assault (All Region sales),PS2,2005.0,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88,,,,,,,,
917,917,917,917,919,WCW Nitro,PS,1998.0,Fighting,THQ,1.42,0.36,0.03,0.07,1.88,,,177.0,0.0,0.0,WCW Nitro PlayStation Gameplay,2011-05-20T13:36:25Z,None
918,918,918,918,920,High School Musical: Sing It!,PS2,2007.0,Misc,Disney Interactive Studios,0.47,0.08,0.0,1.33,1.87,True,True,8140.0,34.0,7.0,High School Musical: Sing It! (game only) PlayStation 2,2011-05-21T00:38:23Z,None
919,919,919,919,921,Star Fox Adventures,GC,2002.0,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,False,True,25233.0,165.0,93.0,Star Fox Assault GameCube Review - Video Review,2011-06-23T10:02:30Z,None
920,920,920,920,922,FIFA 2000,PS,1998.0,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,True,True,206569.0,1309.0,482.0,FIFA Street - Video Review,2012-03-15T17:51:46Z,"IGN Games Writer Daniel Krupa reviews EA's latest attempt to capture the spirit of street soccer with their latest game ""FIFA Street."" Is FIFA's take to the streets filled with tricks and skills or does this football title fall flat?

Release Date: March 13, 2012
Platforms: Xbox 360
E for Everyone: No Descriptors
Genre: Sports 
Publisher: Electronic Arts
Developer: EA Canada

Score a goooooooooaaaaallll over at IGN for more info:
http://xbox360.ign.com/objects/115/115648.html

Subscribe to IGN's channel for reviews, guides, trailers and all things gaming: http://www.youtube.com/subscription_center?add_user=ignentertainment"
921,921,921,921,923,Dynasty Warriors 3,PS2,2001.0,Action,THQ,0.53,0.16,1.07,0.1,1.87,True,True,126722.0,528.0,1575.0,Dynasty Warriors Gundam 3 Game Review,2011-07-01T21:05:57Z,"IGN gives its review of Dynasty Warriors Gundam 3. This new game based off the famous manga & anime is a lot like every other Dynasty Warriors game.

IGN's YouTube is just a taste of our content. Get more:
http://www.ign.com

Want this week's top videos? Sign up:
http://go.ign.com/VideoRound-up"
922,922,922,922,924,Donkey Kong Country Returns,3DS,2013.0,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87,True,True,579439.0,2136.0,1486.0,Donkey Kong Country Returns Video Review,2010-11-19T18:26:23Z,"IGN gives its video review for Donkey Kong Country Returns on the Nintendo Wii. Find out how Retro gives new life to the Super NES  DK classic.

IGN's YouTube is just a taste of our content. Get more:
http://www.ign.com

Want this week's top videos? Sign up:
http://go.ign.com/VideoRound-up"
923,923,923,923,925,The Legend of Zelda: Oracle of Seasons,GB,2001.0,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,False,True,38904.0,515.0,60.0,The Legend of Zelda: Oracle of Ages & Seasons - IGN Plays,2014-09-21T20:30:01Z,"To celebrate Nintendo's 125th anniversary, we're spending time with some of the best games The Big N ever made."
924,924,924,924,926,Madden NFL 06,XB,2005.0,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86,True,True,47081.0,244.0,89.0,Madden NFL 06 Xbox 360 Review - Video Review,2011-06-16T07:33:36Z,None
925,925,925,925,927,Shrek 2,PS2,2004.0,Platform,Activision,1.12,0.69,0.03,0.02,1.86,,,16224.0,78.0,7.0,Shrek 2 GameCube Gameplay_2004_04_09,2011-06-23T10:02:30Z,None
926,926,926,926,928,The Legend of Dragoon,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,False,True,461.0,0.0,1.0,The Legend of Dragoon PlayStation Gameplay_1999_12_23_2,2011-05-20T12:04:59Z,None
927,927,927,927,929,Turok 2: Seeds of Evil,N64,1997.0,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,True,True,216006.0,1143.0,346.0,Turok Xbox 360 Review - Video Review (HD),2011-06-23T10:02:30Z,None
928,928,928,928,930,SingStar,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86,,,10336.0,70.0,10.0,SingStar (game & microphone) PlayStation 3 Review -,2011-06-23T10:02:30Z,None
929,929,929,929,931,LittleBigPlanet 3,PS4,2014.0,Platform,Sony Computer Entertainment,0.64,0.92,0.01,0.29,1.86,True,True,419882.0,2983.0,1986.0,LittleBigPlanet 3 Review,2014-11-18T05:00:00Z,"It's a super-sized LittleBigPlanet for a new console generation, but does it live up to its potential?"
930,930,930,930,932,NBA Live 2002,PS2,2001.0,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86,True,True,1813.0,1.0,1.0,NBA Live 2002 Xbox Gameplay,2011-05-23T05:59:15Z,None
931,931,931,931,933,Phineas and Ferb,DS,2009.0,Action,Disney Interactive Studios,1.34,0.37,0.0,0.15,1.86,,,2147627.0,5483.0,2874.0,Phineas and Ferb: Mission Marvel Trailer,2013-06-06T23:11:52Z,"In the Phineas and Ferb: Mission Marvel special, Spider-Man, Iron Man, Thor and Hulk come to Danville.

Subscribe to IGN's channel for reviews, news, and all things gaming:
http://www.youtube.com/subscription_center?add_user=ignentertainment

Phineas and Ferb: Mission Marvel Trailer"
932,932,932,932,934,Chrono Cross,PS,1999.0,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,False,True,34900.0,550.0,208.0,Why Chrono Cross is Still an Amazing RPG - Podcast Beyond,2015-07-23T21:00:01Z,"The Beyond crew talks about Square's PS1 swan song, and why it deserves to be in the Essential 50."
933,933,933,933,935,GoldenEye 007 (2010),Wii,2010.0,Action,Activision,0.85,0.71,0.13,0.16,1.86,True,True,334167.0,1947.0,1234.0,IGN Reviews - GoldenEye 007: Reloaded - Game Review,2011-11-02T01:07:21Z,"IGN reviews GoldenEye 007: Reloaded and answers the question on every Bond fan's mind: Does it recapture the magic of the original?
See more Bond at IGN:
http://ps3.ign.com/objects/023/023720.html"
