,Name,multiplayer,singleplayer,awarded,Global_Sales,Genre__Action-Adventure,Genre__Adventure,Genre__Board+Game,Genre__Education,Genre__Fighting,Genre__MMO,Genre__Misc,Genre__Music,Genre__Party,Genre__Platform,Genre__Puzzle,Genre__Racing,Genre__Role-Playing,Genre__Shooter,Genre__Simulation,Genre__Sports,Genre__Strategy,Genre__Visual+Novel,Meta_Critic_Score,Meta_User_Score,N_Critic_Reviews,N_User_Reviews,Platform_PC,Platform_N64,Platform_PlayStation,Platform_DC,Platform_PS2,Platform_XB,Platform_GBA,Platform_GC,Platform_NDS,Platform_X360,Platform_PSP,Platform_NWii,Platform_PS3,Platform_3DS,Platform_PSV,Platform_WiiU,Platform_PS4,Platform_XOne,Platform_NS,Platform_PS5,Platform_XS,Platform_ST,Publisher_class,Developer_class,IP_class,Sales_label_q4,Sales_label_q10
418,God of War: Ascension,1,1,1.0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,7.6,89,272,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,3,8
419,Pro Evolution Soccer 2010,1,1,0.0,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77.6,7.0,106,29,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4,4,2,3,9
420,Just Dance 2015,0,1,0.0,4.68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71.0,6.800000000000001,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,2,3,9
421,Paper Mario: Sticker Star,0,1,0.0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75.0,5.5,69,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,3,8
422,Sonic's Ultimate Genesis Collection,1,1,0.0,3.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79.5,7.95,80,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,3,3,3,9
423,Super Monkey Ball: Banana Blitz,1,1,0.0,2.24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.0,5.7,53,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,3,8
424,Kirby: Nightmare in Dream Land,1,1,0.0,2.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.0,8.6,24,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,8
425,Wario Land 4,0,1,0.0,2.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88.0,8.7,17,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,8
426,Onimusha 2: Samurai's Destiny,0,1,0.0,2.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,8.5,31,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,3,8
427,Paper Mario: The Thousand-Year Door,0,1,0.0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87.0,9.1,55,139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
428,Dissidia: Final Fantasy,0,1,0.0,2.24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,8.2,61,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
429,Sonic Advance,1,1,0.0,2.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87.0,7.9,22,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
430,Spyro: Season of Ice,0,1,0.0,2.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74.0,6.6,16,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
431,New Super Luigi U,1,1,0.0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,8.0,59,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,2,3,8
432,Prince of Persia: The Sands of Time,0,1,0.0,3.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,8.28,175,237,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,9
434,BioShock 2,1,1,0.0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88.0,8.200000000000001,191,434,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,3,9
435,Rock Band 2,1,1,0.0,5.3100000000000005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91.66666666666669,7.8,103,54,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,2,3,9
436,Sonic Unleashed,0,1,0.0,4.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60.0,7.899999999999999,104,387,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,3,0,3,9
437,Pro Evolution Soccer 2012,1,1,0.0,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78.5,6.824999999999999,99,79,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,4,2,3,9
440,Hitman: Absolution,0,1,0.0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.33333333333333,7.3,107,689,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,3,9
441,ATV Offroad Fury 2,1,1,0.0,2.18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82.0,8.7,26,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,8
442,Forza Motorsport 5,1,1,0.0,2.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79.0,6.0,76,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,2,3,8
444,Pokemon Ranger,0,1,0.0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69.0,7.3,21,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,8
445,Mario & Luigi: Superstar Saga,0,1,0.0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.0,8.9,42,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
446,Star Wars: Rogue Squadron,0,1,0.0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.0,8.5,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,8
447,The Sims: House Party,0,1,0.0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74.0,7.9,17,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8
448,Call of Duty: Roads to Victory,1,1,0.0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.0,7.1,45,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,8
449,SimCity 2000,0,1,0.0,4.240000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62.0,7.9,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,9
450,Dance Dance Revolution Extreme,1,1,0.0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77.0,8.5,26,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,8
451,Tetris DS,1,1,1.0,2.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84.0,7.9,56,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,8
452,Final Fantasy Tactics Advance,1,1,0.0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,9.0,44,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
453,Kirby's Epic Yarn,1,1,0.0,2.09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86.0,8.5,70,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
455,Mario Sports Mix,1,1,0.0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64.0,7.8,54,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
456,Dynasty Warriors 4,1,1,0.0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,8.9,42,127,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8
458,Scooby-Doo! Night of 100 Frights,0,1,0.0,2.54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.66666666666667,7.666666666666667,47,25,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,8
459,Portal 2,1,1,1.0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95.0,8.866666666666665,172,2552,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,3,9
460,Devil May Cry 3: Dante's Awakening,1,1,0.0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,9.1,60,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,8
462,NBA 2K11,1,1,0.0,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89.0,8.15,96,75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,3,9
464,Metal Gear Solid: Peace Walker,1,1,1.0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,8.7,66,106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,8
465,World of Warcraft: Cataclysm,1,0,0.0,2.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,5.8,53,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
466,Tetris Worlds,1,1,0.0,4.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52.25,6.025,37,23,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,9
467,Mario Party 5,1,1,0.0,2.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69.0,7.7,33,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,8
468,Kingdom Hearts: Birth by Sleep,1,1,0.0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82.0,8.6,62,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,8
469,Dark Souls,1,1,1.0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,89.0,8.8,120,903,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,9
470,Tom Clancy's Splinter Cell: Conviction,1,1,0.0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,6.6,110,238,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
471,R4: Ridge Racer Type 4,1,1,0.0,2.06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88.0,8.6,18,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,8
472,SoulCalibur II,1,1,0.0,4.5600000000000005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92.33333333333331,8.8,125,160,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9
473,Mario & Luigi: Dream Team,0,1,0.0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81.0,8.2,75,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,3,8
474,Sonic Mega Collection,1,1,0.0,2.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75.0,8.5,26,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
476,Kingdom Hearts 358/2 Days,1,1,0.0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75.0,8.3,53,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
477,Dance Central 2,1,1,0.0,2.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86.0,8.2,56,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
478,Rayman Raving Rabbids: TV Party,1,1,0.0,2.51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73.0,7.2,24,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,3,8
479,Peter Jackson's King Kong: The Official Game of the Movie,1,1,1.0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.33333333333333,7.666666666666667,208,83,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,9
481,NBA Live 2004,1,1,0.0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83.75,8.1,65,61,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
483,Call of Duty 2,1,1,0.0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.5,8.35,129,269,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,8
484,Forza Horizon,1,1,0.0,1.94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85.0,8.5,83,126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8
486,Fire Emblem: Awakening,1,1,1.0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.0,9.0,72,320,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,3,8
487,Tenchu: Stealth Assassins,0,1,0.0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,8.7,14,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,8
489,Dragon Age: Inquisition,1,1,1.0,5.250000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86.33333333333333,6.833333333333333,116,2224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,2,3,9
490,Sonic Classic Collection,0,1,0.0,1.86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.0,7.6,24,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
491,Spyro: Enter the Dragonfly,0,1,0.0,2.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52.0,4.8,33,62,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,8
492,Devil May Cry 2,0,1,0.0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,7.15,48,109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2,3,8
493,Burnout Paradise,1,1,1.0,3.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87.5,7.4,123,246,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,3,9
494,BioShock Infinite,0,1,1.0,4.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93.66666666666669,8.533333333333333,128,2613,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,9
495,Hot Shots Golf: Open Tee,1,1,0.0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81.0,8.5,57,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,8
496,Tom Clancy's Rainbow Six: Vegas,1,1,0.0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85.0,7.6,22,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,9
497,Crash Nitro Kart,1,1,0.0,2.9800000000000004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68.33333333333333,7.733333333333334,48,45,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,8
498,NBA Street Vol. 2,1,1,0.0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89.0,8.333333333333334,69,61,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,9
499,Def Jam Vendetta,1,1,0.0,2.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.5,8.5,55,33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,8
500,Dragon Ball Z: Budokai 3,1,0,0.0,1.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,8.8,32,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,8
502,X-Men Legends,1,1,0.0,3.3600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80.66666666666667,8.233333333333333,147,31,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,9
503,Mario Super Sluggers,1,1,0.0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69.0,7.9,31,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,3,3,8
505,The Sims: Makin' Magic,0,1,0.0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.0,7.8,22,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8
506,MX Unleashed,1,1,0.0,2.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.5,8.399999999999999,36,43,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8
507,Mario Party 3,1,1,1.0,1.91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.0,8.2,12,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,8
508,Game Party 2,1,1,0.0,1.88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.0,5.8,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
509,Destiny: The Taken King,1,0,1.0,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.5,5.75,93,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,2,3,9
510,LEGO Star Wars III: The Clone Wars,1,1,0.0,7.329999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.66666666666667,7.399999999999999,133,55,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,3,3,3,9
511,Star Wars Rogue Leader: Rogue Squadron II,0,1,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.0,8.5,45,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,8
512,Max Payne 3,1,1,1.0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86.66666666666667,7.866666666666667,141,1111,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,9
513,Ratchet & Clank Future: A Crack in Time,0,1,0.0,1.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87.0,8.8,85,103,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,3,8
514,Mortal Kombat: Deception,1,1,0.0,2.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79.66666666666667,8.433333333333332,110,54,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
515,Star Fox Adventures,0,1,0.0,1.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,7.9,39,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,8
516,Dynasty Warriors 3,1,1,1.0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,8.8,28,63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8
518,The Legend of Dragoon,0,1,0.0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74.0,8.9,12,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,8
519,Turok 2: Seeds of Evil,1,1,0.0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86.0,8.2,14,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,8
520,LittleBigPlanet 3,1,1,0.0,2.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79.0,7.1,78,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,3,8
521,NBA Live 2002,1,1,0.0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73.0,7.3,31,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,8
522,Chrono Cross,0,1,0.0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.0,8.8,16,122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,8
523,Mario Party: Island Tour,1,1,0.0,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57.0,6.0,47,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,3,8
524,Jak 3,0,1,0.0,1.85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84.0,8.7,55,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,8
525,Rayman Raving Rabbids 2,1,1,0.0,2.64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62.0,7.35,33,53,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,3,8
526,Kingdom Hearts: Chain of Memories,1,1,0.0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76.0,8.6,37,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
527,Demon's Souls,1,1,1.0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90.5,8.35,187,1553,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,3,3,8
528,NCAA Football 06,1,1,0.0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87.0,8.15,63,36,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8
529,"Hey You, Pikachu!",0,1,0.0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57.0,6.4,12,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,8
530,World of Warcraft: Mists of Pandaria,1,0,0.0,1.81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82.0,5.8,42,420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,8
531,Just Cause 3,0,1,1.0,3.1500000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.66666666666667,6.366666666666667,120,468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,3,9
532,Secret of Mana,1,1,0.0,2.1500000000000004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63.0,6.0,60,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,3,8
533,The Orange Box,1,1,1.0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93.66666666666669,8.8,109,544,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,3,9
534,Kirby: Triple Deluxe,1,1,0.0,2.05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.0,8.6,68,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,3,8
535,Sonic & Knuckles,1,1,0.0,1.82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.0,7.7,14,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,8
536,The Sims: Hot Date,0,1,0.0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.0,7.8,17,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8
537,Metroid Prime 3: Corruption,0,1,0.0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,8.8,62,140,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,2,3,8
