Name;multiplayer;singleplayer;awarded;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;series
Gran Turismo 6;1;1;0.0;PS3;2013.0;Racing;Sony Computer Entertainment;0.71;1.8;0.4;0.74;3.64;Gran Turismo
Jak and Daxter: The Precursor Legacy;0;1;0.0;PS2;2001.0;Platform;Sony Computer Entertainment;2.08;1.09;0.15;0.33;3.64;Jak and Daxter
Pokemon Snap;0;1;0.0;N64;1999.0;Simulation;Nintendo;2.23;0.68;0.66;0.06;3.63;Pokémon
FIFA Soccer 10;1;1;0.0;PS3;2009.0;Sports;Electronic Arts;0.6;2.46;0.05;0.52;3.63;FIFA
FIFA Soccer 10;1;1;0.0;X360;2009.0;Sports;Electronic Arts;0.59;1.79;0.01;0.23;2.62;FIFA
FIFA Soccer 10;1;1;0.0;PS2;2009.0;Sports;Electronic Arts;0.23;0.24;0.0;1.23;1.7;FIFA
FIFA Soccer 10;1;1;0.0;PSP;2009.0;Sports;Electronic Arts;0.15;0.68;0.01;0.32;1.16;FIFA
FIFA Soccer 10;1;1;0.0;Wii;2009.0;Sports;Electronic Arts;0.23;0.65;0.0;0.11;0.99;FIFA
FIFA Soccer 10;1;1;0.0;DS;2009.0;Sports;Electronic Arts;0.14;0.37;0.0;0.07;0.59;FIFA
FIFA Soccer 10;1;1;0.0;PC;2009.0;Sports;Electronic Arts;0.0;0.04;0.0;0.01;0.05;FIFA
Pro Evolution Soccer 2008;1;1;0.0;PS2;2007.0;Sports;Konami Digital Entertainment;0.05;0.0;0.64;2.93;3.63;Pro Evolution Soccer
Pro Evolution Soccer 2008;1;1;0.0;PS3;2007.0;Sports;Konami Digital Entertainment;0.04;1.1;0.32;0.13;1.59;Pro Evolution Soccer
Pro Evolution Soccer 2008;1;1;0.0;Wii;2008.0;Sports;Konami Digital Entertainment;0.09;0.84;0.11;0.15;1.19;Pro Evolution Soccer
Pro Evolution Soccer 2008;1;1;0.0;X360;2007.0;Sports;Konami Digital Entertainment;0.08;0.9;0.04;0.05;1.07;Pro Evolution Soccer
Pro Evolution Soccer 2008;1;1;0.0;PSP;2008.0;Sports;Konami Digital Entertainment;0.02;0.53;0.19;0.25;0.98;Pro Evolution Soccer
Pro Evolution Soccer 2008;1;1;0.0;PC;2007.0;Sports;Konami Digital Entertainment;0.0;0.01;0.0;0.0;0.01;Pro Evolution Soccer
Resident Evil 4;0;1;1.0;PS2;2005.0;Action;Capcom;2.08;0.83;0.46;0.25;3.62;Resident Evil
Resident Evil 4;0;1;1.0;Wii;2007.0;Action;Capcom;1.34;0.57;0.14;0.21;2.26;Resident Evil
Resident Evil 4;0;1;1.0;GC;2005.0;Action;Capcom;0.98;0.42;0.22;0.06;1.69;Resident Evil
Resident Evil 4;0;1;1.0;PC;2007.0;Action;Ubisoft;0.0;0.02;0.0;0.01;0.03;Resident Evil
Tom Clancy's The Division;1;0;0.0;PS4;2016.0;Shooter;Ubisoft;1.28;1.61;0.15;0.57;3.61;Tom Clancy's
Tom Clancy's The Division;1;0;0.0;XOne;2016.0;Shooter;Ubisoft;1.2;0.62;0.0;0.18;2.01;Tom Clancy's
Tom Clancy's The Division;1;0;0.0;PC;2016.0;Shooter;Ubisoft;0.2;0.14;0.0;0.03;0.37;Tom Clancy's
Star Wars: Battlefront;1;1;0.0;PS2;2004.0;Shooter;LucasArts;1.93;1.22;0.03;0.44;3.61;Star Wars: Battlefront
Star Wars: Battlefront;1;1;0.0;XB;2004.0;Shooter;Activision;1.24;0.45;0.0;0.07;1.75;Star Wars: Battlefront
Star Wars: Battlefront;1;1;0.0;PC;2004.0;Shooter;LucasArts;0.06;0.12;0.0;0.02;0.2;Star Wars: Battlefront
Doom II: Hell on Earth;1;1;1.0;PC;1994.0;Shooter;Virgin Interactive;2.05;1.4;0.0;0.16;3.61;Doom
Doom II: Hell on Earth;1;1;1.0;GBA;2002.0;Shooter;Activision;0.03;0.01;0.0;0.0;0.04;Doom
The Simpsons: Road Rage;1;1;0.0;PS2;2001.0;Racing;Electronic Arts;2.02;1.17;0.0;0.42;3.61;The Simpsons
The Simpsons: Road Rage;1;1;0.0;GBA;2003.0;Racing;THQ;0.86;0.32;0.0;0.02;1.19;The Simpsons
The Simpsons: Road Rage;1;1;0.0;XB;2001.0;Racing;Electronic Arts;0.78;0.26;0.0;0.01;1.05;The Simpsons
The Simpsons: Road Rage;1;1;0.0;GC;2001.0;Racing;Electronic Arts;0.19;0.05;0.0;0.01;0.24;The Simpsons
Luigi's Mansion;1;1;0.0;GC;2001.0;Action;Nintendo;2.38;0.67;0.46;0.1;3.6;Luigi
Croc: Legend of the Gobbos;0;1;0.0;PS;1997.0;Platform;Fox Interactive;1.57;1.79;0.0;0.2;3.56;NO FRANCHISE
Tomb Raider III: Adventures of Lara Croft;0;1;0.0;PS;1997.0;Action;Eidos Interactive;1.66;1.58;0.12;0.18;3.54;Tomb Raider
Tomb Raider III: Adventures of Lara Croft;0;1;0.0;PC;1998.0;Action;Eidos Interactive;0.59;0.03;0.0;0.0;0.62;Tomb Raider
James Bond 007: Agent Under Fire;1;1;0.0;PS2;2001.0;Shooter;Electronic Arts;1.9;1.13;0.1;0.41;3.53;James Bond
James Bond 007: Agent Under Fire;1;1;0.0;XB;2002.0;Shooter;Electronic Arts;0.65;0.22;0.0;0.03;0.9;James Bond
James Bond 007: Agent Under Fire;1;1;0.0;GC;2002.0;Shooter;Electronic Arts;0.56;0.15;0.0;0.02;0.72;James Bond
LEGO Star Wars: The Video Game;1;1;0.0;PS2;2005.0;Action;Eidos Interactive;1.98;1.14;0.01;0.41;3.53;Lego Star Wars
LEGO Star Wars: The Video Game;1;1;0.0;GC;2005.0;Action;Eidos Interactive;1.09;0.28;0.0;0.04;1.41;Lego Star Wars
LEGO Star Wars: The Video Game;1;1;0.0;XB;2005.0;Action;Eidos Interactive;0.83;0.28;0.0;0.05;1.16;Lego Star Wars
LEGO Star Wars: The Video Game;1;1;0.0;GBA;2005.0;Action;Eidos Interactive;0.82;0.3;0.0;0.02;1.14;Lego Star Wars
LEGO Star Wars: The Video Game;1;1;0.0;PC;2005.0;Action;Eidos Interactive;0.0;0.01;0.0;0.0;0.02;Lego Star Wars
Spyro 2: Ripto's Rage!;0;1;0.0;PS;1999.0;Platform;Sony Computer Entertainment;2.14;1.21;0.01;0.17;3.52;Spyro
Left 4 Dead;1;1;1.0;X360;2008.0;Shooter;Electronic Arts;2.66;0.5;0.05;0.3;3.52;Left 4 Dead
Left 4 Dead;1;1;1.0;PC;2008.0;Shooter;Electronic Arts;0.0;0.02;0.0;0.0;0.02;Left 4 Dead
Donkey Kong Country 3: Dixie Kong's Double Trouble!;1;1;0.0;SNES;1996.0;Platform;Nintendo;1.17;0.5;1.75;0.08;3.51;Donkey Kong
Assassin's Creed: Brotherhood;1;1;0.0;X360;2010.0;Action;Ubisoft;2.84;0.39;0.03;0.24;3.5;Assassin's Creed
Assassin's Creed: Brotherhood;1;1;0.0;PS3;2010.0;Action;Ubisoft;1.87;0.57;0.11;0.3;2.84;Assassin's Creed
Assassin's Creed: Brotherhood;1;1;0.0;PC;2011.0;Action;Ubisoft;0.15;0.34;0.0;0.1;0.59;Assassin's Creed
Clubhouse Games;1;1;0.0;DS;2006.0;Misc;Nintendo;0.59;1.83;0.73;0.35;3.5;NO FRANCHISE
FIFA Soccer 2004;1;1;0.0;XB;2003.0;Sports;Electronic Arts;0.24;0.49;0.0;0.05;0.79;FIFA
FIFA Soccer 2004;1;1;0.0;GC;2003.0;Sports;Electronic Arts;0.05;0.01;0.0;0.0;0.07;FIFA
FIFA Soccer 2004;1;1;0.0;GBA;2003.0;Sports;Electronic Arts;0.04;0.01;0.0;0.0;0.05;FIFA
Battlefield: Bad Company 2;1;1;0.0;X360;2010.0;Shooter;Electronic Arts;2.09;1.02;0.04;0.32;3.48;Battlefield
Battlefield: Bad Company 2;1;1;0.0;PS3;2010.0;Shooter;Electronic Arts;1.33;1.12;0.08;0.45;2.97;Battlefield
Battlefield: Bad Company 2;1;1;0.0;PC;2010.0;Shooter;Electronic Arts;0.19;0.53;0.0;0.0;0.71;Battlefield
Guitar Hero: On Tour;0;1;0.0;DS;2008.0;Misc;Activision;2.11;1.01;0.01;0.35;3.48;NO FRANCHISE
Far Cry 3;1;1;1.0;PS3;2012.0;Shooter;Ubisoft;0.88;1.75;0.1;0.72;3.45;Far Cry
Far Cry 3;1;1;1.0;X360;2012.0;Shooter;Ubisoft;1.38;1.35;0.02;0.28;3.04;Far Cry
Far Cry 3;1;1;1.0;PC;2012.0;Shooter;Ubisoft;0.21;0.62;0.0;0.14;0.98;Far Cry
Monster Hunter 4;1;1;1.0;3DS;2013.0;Role-Playing;Capcom;0.0;0.0;3.44;0.0;3.44;Monster Hunter
Tekken 4;1;1;0.0;PS2;2002.0;Fighting;Namco Bandai Games;1.55;1.27;0.33;0.29;3.44;Tekken
LittleBigPlanet 2;1;1;1.0;PS3;2011.0;Platform;Sony Computer Entertainment;1.82;1.07;0.06;0.47;3.42;LittleBigPlanet
Grand Theft Auto 2;1;1;0.0;PS;1998.0;Action;Take-Two Interactive;1.13;2.07;0.0;0.22;3.42;Grand Theft Auto
Final Fantasy III;1;1;0.0;SNES;1994.0;Role-Playing;SquareSoft;0.86;0.0;2.55;0.02;3.42;Final Fantasy
Final Fantasy III;1;1;0.0;DS;2006.0;Role-Playing;Square Enix;0.91;0.05;1.07;0.09;2.12;Final Fantasy
Final Fantasy III;1;1;0.0;NES;1990.0;Role-Playing;SquareSoft;0.0;0.0;1.39;0.01;1.4;Final Fantasy
Final Fantasy III;1;1;0.0;PSP;2012.0;Role-Playing;Square Enix;0.0;0.0;0.11;0.0;0.11;Final Fantasy
F-1 Race;1;1;0.0;GB;1990.0;Racing;Nintendo;1.73;0.69;0.59;0.4;3.41;NO FRANCHISE
FIFA Soccer 2003;1;1;0.0;PS2;2002.0;Sports;Electronic Arts;0.46;2.28;0.05;0.61;3.4;FIFA
FIFA Soccer 2003;1;1;0.0;XB;2002.0;Sports;Electronic Arts;0.2;0.4;0.0;0.04;0.63;FIFA
FIFA Soccer 2003;1;1;0.0;GC;2002.0;Sports;Electronic Arts;0.06;0.02;0.0;0.0;0.08;FIFA
FIFA Soccer 2003;1;1;0.0;GBA;2002.0;Sports;Electronic Arts;0.04;0.01;0.0;0.0;0.05;FIFA
Crash Bash;1;1;0.0;PS;2000.0;Misc;Sony Computer Entertainment;1.56;1.47;0.19;0.17;3.39;Crash Bandicoot
LEGO Batman: The Videogame;1;1;0.0;X360;2008.0;Action;Warner Bros. Interactive Entertainment;2.03;1.03;0.0;0.32;3.38;Lego Batman
LEGO Batman: The Videogame;1;1;0.0;DS;2008.0;Action;Warner Bros. Interactive Entertainment;1.79;1.06;0.0;0.29;3.15;Lego Batman
LEGO Batman: The Videogame;1;1;0.0;PS3;2008.0;Action;Warner Bros. Interactive Entertainment;0.72;0.42;0.0;0.19;1.32;Lego Batman
LEGO Batman: The Videogame;1;1;0.0;PS2;2008.0;Action;Warner Bros. Interactive Entertainment;0.72;0.03;0.0;0.52;1.27;Lego Batman
LEGO Batman: The Videogame;1;1;0.0;PC;2008.0;Action;Warner Bros. Interactive Entertainment;0.02;0.03;0.0;0.01;0.06;Lego Batman
Metal Gear Solid V: The Phantom Pain;1;1;1.0;PS4;2015.0;Action;Konami Digital Entertainment;1.08;1.35;0.48;0.47;3.38;Metal Gear
Metal Gear Solid V: The Phantom Pain;1;1;1.0;XOne;2015.0;Action;Konami Digital Entertainment;0.37;0.26;0.01;0.06;0.71;Metal Gear
Metal Gear Solid V: The Phantom Pain;1;1;1.0;PS3;2015.0;Action;Konami Digital Entertainment;0.21;0.18;0.22;0.08;0.7;Metal Gear
Metal Gear Solid V: The Phantom Pain;1;1;1.0;X360;2015.0;Action;Konami Digital Entertainment;0.12;0.08;0.0;0.02;0.21;Metal Gear
Metal Gear Solid V: The Phantom Pain;1;1;1.0;PC;2015.0;Action;Konami Digital Entertainment;0.0;0.07;0.0;0.0;0.08;Metal Gear
The Legend of Zelda: Spirit Tracks;1;1;1.0;DS;2009.0;Action;Nintendo;1.43;0.94;0.74;0.27;3.38;The Legend of Zelda
WWF War Zone;1;1;0.0;PS;1998.0;Fighting;Acclaim Entertainment;2.47;0.76;0.0;0.13;3.36;NO FRANCHISE
WWF War Zone;1;1;0.0;N64;1998.0;Fighting;Acclaim Entertainment;1.08;0.24;0.0;0.02;1.33;NO FRANCHISE
The Legend of Zelda: Majora's Mask;0;1;0.0;N64;2000.0;Action;Nintendo;1.9;0.67;0.73;0.06;3.36;The Legend of Zelda
Professor Layton and the Unwound Future;0;1;0.0;DS;2008.0;Puzzle;Nintendo;0.65;1.61;0.82;0.28;3.36;Professor Layton
James Bond 007: Nightfire;1;1;0.0;PS2;2002.0;Shooter;Electronic Arts;1.45;1.29;0.12;0.46;3.33;better source needed
James Bond 007: Nightfire;1;1;0.0;XB;2002.0;Shooter;Electronic Arts;0.58;0.22;0.0;0.03;0.82;better source needed
James Bond 007: Nightfire;1;1;0.0;GC;2002.0;Shooter;Electronic Arts;0.6;0.16;0.0;0.02;0.78;better source needed
James Bond 007: Nightfire;1;1;0.0;GBA;2003.0;Shooter;Electronic Arts;0.1;0.04;0.0;0.0;0.13;better source needed
Mario Party 9;1;1;0.0;Wii;2012.0;Misc;Nintendo;1.15;1.17;0.76;0.24;3.32;Mario Party
Assassin's Creed Syndicate;1;1;1.0;PS4;2015.0;Action;Ubisoft;0.8;1.92;0.06;0.5;3.28;Assassin's Creed
Assassin's Creed Syndicate;1;1;1.0;XOne;2015.0;Action;Ubisoft;0.61;0.56;0.0;0.11;1.28;Assassin's Creed
Assassin's Creed Syndicate;1;1;1.0;PC;2015.0;Action;Ubisoft;0.1;0.08;0.0;0.02;0.2;Assassin's Creed
True Crime: Streets of LA;0;1;0.0;PS2;2003.0;Action;Activision;1.89;1.05;0.02;0.31;3.27;True Crime
True Crime: Streets of LA;0;1;0.0;XB;2003.0;Action;Activision;0.96;0.37;0.0;0.05;1.38;True Crime
True Crime: Streets of LA;0;1;0.0;GC;2003.0;Action;Activision;0.44;0.11;0.0;0.02;0.56;True Crime
Wii Music;1;1;0.0;Wii;2008.0;Misc;Nintendo;1.36;1.13;0.46;0.32;3.27;Wii
Gran Turismo (PSP);1;1;0.0;PSP;2009.0;Racing;Sony Computer Entertainment;0.5;1.59;0.31;0.87;3.27;Gran Turismo
Monster Hunter X;1;1;1.0;3DS;2015.0;Action;Capcom;0.25;0.19;2.78;0.04;3.26;Monster Hunter
L.A. Noire;0;1;1.0;PS3;2011.0;Adventure;Take-Two Interactive;1.27;1.33;0.12;0.51;3.23;NO FRANCHISE
L.A. Noire;0;1;1.0;X360;2011.0;Adventure;Take-Two Interactive;1.52;0.94;0.02;0.24;2.72;NO FRANCHISE
Madden NFL 16;1;1;0.0;PS4;2015.0;Sports;Electronic Arts;2.33;0.3;0.0;0.59;3.22;Madden NFL
Madden NFL 16;1;1;0.0;XOne;2015.0;Sports;Electronic Arts;2.07;0.08;0.0;0.26;2.4;Madden NFL
Madden NFL 16;1;1;0.0;X360;2015.0;Sports;Electronic Arts;0.82;0.05;0.0;0.1;0.98;Madden NFL
Madden NFL 16;1;1;0.0;PS3;2015.0;Sports;Electronic Arts;0.56;0.11;0.0;0.15;0.82;Madden NFL
WWF SmackDown! 2: Know Your Role;1;1;0.0;PS;2000.0;Fighting;THQ;1.76;1.21;0.07;0.16;3.2;NO FRANCHISE
Crisis Core: Final Fantasy VII;0;1;0.0;PSP;2007.0;Role-Playing;Square Enix;1.35;0.6;0.8;0.44;3.19;NO FRANCHISE
God of War: Chains of Olympus;0;1;1.0;PSP;2008.0;Action;Sony Computer Entertainment;1.48;1.01;0.04;0.66;3.19;God of War
Dragon Quest VI: Maboroshi no Daichi;0;1;0.0;SNES;1995.0;Role-Playing;Enix Corporation;0.0;0.0;3.19;0.0;3.19;Dragon Quest
Enter the Matrix;1;1;0.0;PS2;2003.0;Action;Atari;1.78;1.12;0.09;0.19;3.18;The Matrix
Enter the Matrix;1;1;0.0;XB;2003.0;Action;Atari;0.72;0.43;0.01;0.04;1.2;The Matrix
Enter the Matrix;1;1;0.0;GC;2003.0;Action;Atari;0.34;0.09;0.02;0.01;0.45;The Matrix
Super Mario Maker;0;1;1.0;WiiU;2015.0;Platform;Nintendo;1.18;0.87;0.93;0.2;3.18;Super Mario
Rhythm Heaven;0;1;0.0;DS;2008.0;Misc;Nintendo;0.58;0.51;1.93;0.14;3.17;NO FRANCHISE
Ace Combat 04: Shattered Skies;1;1;0.0;PS2;2001.0;Simulation;Sony Computer Entertainment Europe;2.06;0.56;0.38;0.17;3.17;Ace Combat
Club Penguin: Elite Penguin Force;1;1;0.0;DS;2008.0;Adventure;Disney Interactive Studios;1.88;0.98;0.0;0.3;3.16;NO FRANCHISE
Sonic Rush;1;1;0.0;DS;2005.0;Platform;Sega;1.22;1.57;0.06;0.29;3.15;Sonic the Hedgehog
Resident Evil 6;1;1;0.0;PS3;2012.0;Shooter;Capcom;0.88;0.97;0.88;0.42;3.15;Resident Evil
Resident Evil 6;1;1;0.0;X360;2012.0;Shooter;Capcom;1.11;0.63;0.07;0.16;1.98;Resident Evil
Resident Evil 6;1;1;0.0;PS4;2016.0;Shooter;Capcom;0.05;0.0;0.0;0.01;0.07;Resident Evil
Resident Evil 6;1;1;0.0;PC;2012.0;Shooter;Capcom;0.0;0.04;0.0;0.01;0.04;Resident Evil
Resident Evil 6;1;1;0.0;XOne;2016.0;Shooter;Capcom;0.03;0.0;0.0;0.0;0.04;Resident Evil
Halo: The Master Chief Collection;1;1;0.0;XOne;2014.0;Shooter;Microsoft Game Studios;1.89;0.99;0.03;0.24;3.15;Halo
FIFA Soccer 08;1;1;1.0;PS2;2007.0;Sports;Electronic Arts;0.68;0.0;0.0;2.46;3.14;FIFA
FIFA Soccer 08;1;1;1.0;PS3;2007.0;Sports;Electronic Arts;0.35;1.07;0.02;0.32;1.76;FIFA
FIFA Soccer 08;1;1;1.0;PSP;2007.0;Sports;Electronic Arts;0.2;0.76;0.0;0.39;1.35;FIFA
FIFA Soccer 08;1;1;1.0;X360;2007.0;Sports;Electronic Arts;0.31;0.89;0.01;0.14;1.35;FIFA
FIFA Soccer 08;1;1;1.0;Wii;2007.0;Sports;Electronic Arts;0.32;0.59;0.01;0.11;1.02;FIFA
FIFA Soccer 08;1;1;1.0;DS;2007.0;Sports;Electronic Arts;0.1;0.65;0.0;0.11;0.85;FIFA
FIFA Soccer 08;1;1;1.0;PC;2007.0;Sports;Electronic Arts;0.0;0.01;0.0;0.0;0.02;FIFA
Need for Speed III: Hot Pursuit;1;1;0.0;PS;1998.0;Racing;Electronic Arts;2.14;0.86;0.0;0.13;3.12;Need for Speed
Star Wars Episode I Racer;1;1;0.0;N64;1999.0;Racing;Nintendo;2.31;0.62;0.14;0.04;3.12;NO FRANCHISE
Personal Trainer: Cooking;0;1;0.0;DS;2006.0;Misc;Nintendo;0.91;1.0;1.03;0.17;3.12;NO FRANCHISE
Dragon Warrior IV;0;1;0.0;NES;1990.0;Role-Playing;Enix Corporation;0.08;0.0;3.03;0.01;3.12;Dragon Quest
Heavy Rain;0;1;0.0;PS3;2010.0;Adventure;Sony Computer Entertainment;1.29;1.27;0.06;0.5;3.12;NO FRANCHISE
Mass Effect 2;1;1;1.0;X360;2010.0;Role-Playing;Electronic Arts;1.99;0.82;0.03;0.27;3.11;Mass Effect
Mass Effect 2;1;1;1.0;PS3;2011.0;Role-Playing;Electronic Arts;0.78;0.47;0.03;0.2;1.48;Mass Effect
Mass Effect 2;1;1;1.0;PC;2010.0;Role-Playing;Electronic Arts;0.01;0.32;0.0;0.07;0.4;Mass Effect
Madden NFL 2002;1;1;0.0;PS2;2001.0;Sports;Electronic Arts;2.5;0.16;0.01;0.42;3.08;Madden NFL
Madden NFL 2002;1;1;0.0;PS;2001.0;Sports;Electronic Arts;0.78;0.53;0.0;0.09;1.39;Madden NFL
Madden NFL 2002;1;1;0.0;GC;2001.0;Sports;Electronic Arts;0.47;0.12;0.0;0.02;0.61;Madden NFL
Madden NFL 2002;1;1;0.0;N64;2001.0;Sports;Electronic Arts;0.41;0.02;0.0;0.0;0.43;Madden NFL
Madden NFL 2002;1;1;0.0;GBA;2001.0;Sports;Electronic Arts;0.23;0.08;0.0;0.01;0.32;Madden NFL
World Class Track Meet;1;1;0.0;NES;1986.0;Sports;Namco Bandai Games;1.92;0.45;0.64;0.07;3.08;NO FRANCHISE
Borderlands 2;1;1;1.0;X360;2012.0;Shooter;Take-Two Interactive;1.89;0.91;0.04;0.24;3.07;Borderlands
Borderlands 2;1;1;1.0;PS3;2012.0;Shooter;Take-Two Interactive;1.05;0.77;0.1;0.36;2.28;Borderlands
Borderlands 2;1;1;1.0;PC;2012.0;Shooter;Take-Two Interactive;0.42;0.41;0.0;0.11;0.93;Borderlands
Borderlands 2;1;1;1.0;PSV;2014.0;Shooter;Take-Two Interactive;0.43;0.21;0.01;0.19;0.83;Borderlands
The Legend of Zelda: A Link Between Worlds;0;1;1.0;3DS;2013.0;Action;Nintendo;1.4;0.99;0.46;0.22;3.07;The Legend of Zelda
The Sims: Vacation;0;1;0.0;PC;2002.0;Simulation;Electronic Arts;1.72;1.21;0.0;0.14;3.07;The Sims
Mass Effect 3;1;1;1.0;X360;2012.0;Role-Playing;Electronic Arts;1.94;0.86;0.03;0.24;3.07;Mass Effect
Mass Effect 3;1;1;1.0;PS3;2012.0;Role-Playing;Electronic Arts;0.63;0.59;0.03;0.21;1.46;Mass Effect
Mass Effect 3;1;1;1.0;PC;2012.0;Role-Playing;Electronic Arts;0.4;0.44;0.0;0.13;0.97;Mass Effect
Mass Effect 3;1;1;1.0;WiiU;2012.0;Role-Playing;Electronic Arts;0.14;0.11;0.0;0.02;0.28;Mass Effect
Epic Mickey;0;1;0.0;Wii;2010.0;Platform;Disney Interactive Studios;2.06;0.64;0.12;0.22;3.04;NO FRANCHISE
Saints Row 2;1;1;0.0;X360;2008.0;Action;THQ;1.94;0.8;0.02;0.27;3.03;Saints Row
Saints Row 2;1;1;0.0;PS3;2008.0;Action;THQ;0.88;0.54;0.02;0.25;1.69;Saints Row
Saints Row 2;1;1;0.0;PC;2009.0;Action;THQ;0.0;0.03;0.0;0.01;0.04;Saints Row
Killzone 2;1;1;0.0;PS3;2009.0;Shooter;Sony Computer Entertainment;1.4;1.07;0.08;0.47;3.02;Killzone
Tom Clancy's Splinter Cell;0;1;0.0;XB;2002.0;Action;Ubisoft;1.85;1.04;0.0;0.13;3.02;Tom Clancy's Splinter Cell
Tom Clancy's Splinter Cell;0;1;0.0;PS2;2003.0;Action;Ubisoft;1.15;1.11;0.0;0.4;2.65;Tom Clancy's Splinter Cell
Tom Clancy's Splinter Cell;0;1;0.0;GC;2003.0;Action;Ubisoft;0.18;0.05;0.0;0.01;0.23;Tom Clancy's Splinter Cell
Tom Clancy's Splinter Cell;0;1;0.0;GBA;2003.0;Action;Ubisoft;0.07;0.03;0.0;0.0;0.1;Tom Clancy's Splinter Cell
Mike Tyson's Punch-Out!!;0;1;0.0;NES;1987.0;Fighting;Nintendo;2.03;0.47;0.45;0.07;3.02;Punch-Out!!
WWE SmackDown! Shut Your Mouth;1;1;0.0;PS2;2002.0;Sports;THQ;1.45;1.13;0.07;0.38;3.02;NO FRANCHISE
Gears of War: Ultimate Edition;1;1;0.0;XOne;2015.0;Shooter;Microsoft Game Studios;2.38;0.32;0.0;0.31;3.0;Gears of War
NBA 2K13;1;1;0.0;X360;2012.0;Sports;Take-Two Interactive;2.6;0.21;0.01;0.19;3.0;NBA 2K
NBA 2K13;1;1;0.0;PS3;2012.0;Sports;Take-Two Interactive;1.72;0.44;0.05;0.27;2.48;NBA 2K
NBA 2K13;1;1;0.0;Wii;2012.0;Sports;Take-Two Interactive;0.39;0.03;0.0;0.03;0.45;NBA 2K
NBA 2K13;1;1;0.0;WiiU;2012.0;Sports;Take-Two Interactive;0.08;0.04;0.0;0.01;0.14;NBA 2K
NBA 2K13;1;1;0.0;PC;2012.0;Sports;Take-Two Interactive;0.0;0.02;0.0;0.0;0.03;NBA 2K
Middle-Earth: Shadow of Mordor;0;1;1.0;PS4;2014.0;Action;Warner Bros. Interactive Entertainment;1.01;1.41;0.05;0.53;2.99;Middle-earth
Middle-Earth: Shadow of Mordor;0;1;1.0;XOne;2014.0;Action;Warner Bros. Interactive Entertainment;0.72;0.5;0.01;0.1;1.32;Middle-earth
Middle-Earth: Shadow of Mordor;0;1;1.0;PS3;2014.0;Action;Warner Bros. Interactive Entertainment;0.2;0.33;0.01;0.1;0.64;Middle-earth
Middle-Earth: Shadow of Mordor;0;1;1.0;X360;2014.0;Action;Warner Bros. Interactive Entertainment;0.28;0.21;0.0;0.05;0.54;Middle-earth
Middle-Earth: Shadow of Mordor;0;1;1.0;PC;2014.0;Action;Warner Bros. Interactive Entertainment;0.12;0.2;0.0;0.04;0.36;Middle-earth
Star Fox;1;0;0.0;SNES;1993.0;Shooter;Nintendo;1.61;0.51;0.8;0.07;2.99;Star Fox
Animal Crossing: Happy Home Designer;0;1;0.0;3DS;2015.0;Simulation;Nintendo;0.47;1.0;1.39;0.12;2.98;Animal Crossing
The Sims 4;0;1;0.0;PC;2014.0;Simulation;Electronic Arts;0.96;1.72;0.0;0.29;2.97;The Sims
Star Wars: The Old Republic;1;0;0.0;PC;2011.0;Role-Playing;Electronic Arts;1.58;1.01;0.0;0.38;2.97;Star Wars: Knights of the Old Republic
Sonic Heroes;1;1;0.0;PS2;2003.0;Platform;Sega;1.04;1.37;0.06;0.49;2.96;Sonic the Hedgehog
Sonic Heroes;1;1;0.0;GC;2003.0;Platform;Sega;1.05;0.44;0.06;0.04;1.6;Sonic the Hedgehog
Sonic Heroes;1;1;0.0;XB;2003.0;Platform;Sega;0.41;0.43;0.01;0.05;0.9;Sonic the Hedgehog
Kirby Super Star Ultra;1;1;0.0;DS;2008.0;Platform;Nintendo;1.57;0.04;1.19;0.15;2.96;Kirby
Hitman 2: Silent Assassin;0;1;0.0;PS2;2002.0;Action;Eidos Interactive;1.36;1.15;0.04;0.41;2.96;Hitman
Hitman 2: Silent Assassin;0;1;0.0;GC;2003.0;Action;Eidos Interactive;0.1;0.03;0.0;0.0;0.13;Hitman
Wave Race 64;1;1;0.0;N64;1996.0;Racing;Nintendo;1.98;0.58;0.34;0.04;2.94;Wave Race
SOCOM II: U.S. Navy SEALs;1;1;0.0;PS2;2003.0;Shooter;Sony Computer Entertainment;2.22;0.51;0.06;0.15;2.94;SOCOM U.S. Navy SEALs
WWE SmackDown! vs. RAW 2006;1;1;0.0;PS2;2005.0;Fighting;THQ;1.45;1.11;0.04;0.33;2.94;NO FRANCHISE
WWE SmackDown! vs. RAW 2006;1;1;0.0;PSP;2005.0;Fighting;THQ;0.36;0.01;0.0;0.03;0.4;NO FRANCHISE
inFAMOUS;0;1;0.0;PS3;2009.0;Action;Sony Computer Entertainment;1.76;0.69;0.12;0.37;2.94;Infamous
Pac-Man Collection;0;1;0.0;GBA;2001.0;Puzzle;Atari;2.07;0.77;0.05;0.05;2.94;Pac-Man
WarioWare: Smooth Moves;1;1;0.0;Wii;2006.0;Puzzle;Nintendo;0.87;1.06;0.73;0.26;2.92;Wario
Cooking Mama: Cook Off;1;1;0.0;Wii;2007.0;Simulation;505 Games;1.43;1.13;0.05;0.3;2.91;Cooking Mama
Sonic Mega Collection Plus;1;1;0.0;PS2;2004.0;Misc;Sega;1.54;1.14;0.0;0.22;2.9;Sonic the Hedgehog
