Name,Platform,Genre,Global_Sales
Stardust Amazoness,3DS,Role-Playing,0.01m
Agarest Senki: Re-appearance,PS3,Role-Playing,0.01m
Atelier: The Alchemist of Arland 1-2-3 DX,PS4,Role-Playing,0.01m
Dragon's Dogma Online: Season 3,PS4,Role-Playing,0.01m
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,Role-Playing,0.01m
Fallout 3: Game of the Year Edition,PC,Role-Playing,0.01m
Element Hunter,DS,Role-Playing,0.01m
Rondo of Swords (jp sales),DS,Role-Playing,0.01m
Moonlighter,PS4,Role-Playing,0.01m
The Lost Child,PSV,Role-Playing,0.01m
Cross Edge Dash,X360,Role-Playing,0.01m
Dungeon Explorer: Warriors of Ancient Arts,PSP,Role-Playing,0.01m
The Princess Guide,PS4,Role-Playing,0.01m
Virtua Quest,GC,Role-Playing,0.01m
Hoshigami: Ruining Blue Earth Remix,DS,Role-Playing,0.01m
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,PSV,Role-Playing,0.01m
Tokyo Xanadu: Sakura Festival Package,PSV,Role-Playing,0.01m
Icewind Dale II,PC,Role-Playing,0.01m
Magicians Academy,PS2,Role-Playing,0.01m
Exstetra,3DS,Role-Playing,0.01m
Dengeki Gakuen RPG: Cross of Venus Special,DS,Role-Playing,0.01m
Touhou Genso Wanderer Tod: Reloaded,PSV,Role-Playing,0.01m
Knights in the Nightmare: DHE Series Special Pack,DS,Role-Playing,0.01m
Tengai Makyo: Dai Yon no Mokushiroku,PSP,Role-Playing,0.01m
Blazer Drive,DS,Role-Playing,0.01m
Super Robot Taisen: Original Generation,GBA,Role-Playing,0.01m
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,Role-Playing,0.01m
Rise of the Argonauts,PC,Role-Playing,0.01m
Hyperdimension Neptunia Re;Birth1 Plus,PS4,Role-Playing,0.01m
Izuna 2: The Unemployed Ninja Returns (JP sales),DS,Role-Playing,0.01m
Guild Wars 2 - Path of Fire,PC,Role-Playing,0.01m
Champions Online,PC,Role-Playing,0.01m
The Princess Guide,NS,Role-Playing,0.01m
Lapis x Labyrinth,PS4,Role-Playing,0.01m
Torment: Tides of Numenera,XOne,Role-Playing,0.01m
Takt of Magic,Wii,Role-Playing,0.01m
Lapis x Labyrinth,NS,Role-Playing,0.01m
Hyperdimension Neptunia mk2,PS3,Role-Playing,0.01m
Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,3DS,Role-Playing,0.01m
Daikoukai Jidai Online: Cruz del Sur,PS3,Role-Playing,0.01m
WORKxWORK,NS,Role-Playing,0.01m
Fallout 4 VR,PC,Role-Playing,0.01m
Spectrobes: Beyond the Portals (JP sales),DS,Role-Playing,0.01m
Maple Story: Unmei no Shoujo,3DS,Role-Playing,0.01m
Atelier: The Alchemist of Arland 1-2-3 DX,NS,Role-Playing,0.01m
WiZmans World,DS,Role-Playing,0.01m
Dragon's Dogma,PC,Role-Playing,0.01m
Yuuna and the Haunted Hot Springs: Steam Dungeon,PS4,Role-Playing,0.01m
King's Field: Additional I,PSP,Role-Playing,0.01m
X-Men Legends II: Rise of Apocalypse,PC,Role-Playing,0.01m
God Wars: Nihon Shinwa Taisen,PSV,Role-Playing,0.01m
Kurogane no Linebarrels,PSP,Role-Playing,0.01m
Dun←Dam: Dungeons & Dam,DS,Role-Playing,0.01m
Gurumin: A Monstrous Adventure,PSP,Role-Playing,0.01m
Yuusha no Kuse ni Namaikida (PSP the Best sales),PSP,Role-Playing,0.01m
Child of Light,PC,Role-Playing,0.01m
Undertale,PS4,Role-Playing,0.01m
Rezel Cross,PSP,Role-Playing,0.01m
Eiyuu Densetsu: Sora no Kiseki FC & SC Kanzenban,PSP,Role-Playing,0.01m
Narisokonai Eiyuutan: Taiyou to Tsuki no Monogatari,PSP,Role-Playing,0.01m
Neverwinter Nights 2: Storm of Zehir,PC,Role-Playing,0.01m
Frontier Gate Boost+,PSP,Role-Playing,0.01m
"My World, My Way",DS,Role-Playing,0.01m
Nanatama: Chronicle of Dungeon Maker,PSP,Role-Playing,0.01m
Shounen Sunday & Shounen Magazine: White Comic,DS,Role-Playing,0.01m
Game Book DS: Aquarian Age Perpetual Period,DS,Role-Playing,0.01m
Dungeon Maker II: The Hidden War (JP sales),PSP,Role-Playing,0.01m
Hyper Light Drifter,PS4,Role-Playing,0.01m
Your Four Knight Princesses Training Story,PSV,Role-Playing,0.01m
RockMan DASH / RockMan DASH2 Value Pack,PSP,Role-Playing,0.01m
Undertale,PSV,Role-Playing,0.01m
Dungeon Siege II: Broken World,PC,Role-Playing,0.01m
Tactical Guild,DS,Role-Playing,0.01m
Sekai wa Atashi de Mawatteru: Hikari to Yami no Princess,PSP,Role-Playing,0.01m
Zettai Karen Children DS: Dai-4 no Children,DS,Role-Playing,0.01m
Fossil League: Dino Tournament Championship,DS,Role-Playing,0.00m
Ougon no Kizuna,Wii,Role-Playing,0.00m
Jade Empire: Special Edition,PC,Role-Playing,0.00m
Far East of Eden Ziria: Harukanaru Jipang,X360,Role-Playing,0.00m
Hamatora: Look at Smoking World,3DS,Role-Playing,0.00m
Tir Na Nog Yuukyuu no Jin,PSP,Role-Playing,0.00m
The Dark Spire (JP sales),DS,Role-Playing,0.00m
Tir Na Nog Yuukyuu no Jin,PS2,Role-Playing,0.00m
Chocobo to Mahou no Ehon: Special Package,DS,Role-Playing,0.00m
Souhashiki Gadget Robo,DS,Role-Playing,0.00m
Deus Ex Complete,PC,Role-Playing,0.00m
Elminage DS Remix: Yami no Fuo to Kamigami no Yubiwa,DS,Role-Playing,0.00m
Steal Princess (JP sales),DS,Role-Playing,0.00m
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,PC,Role-Playing,0.00m
Ranshima Monogatari Rare Land Story: Shoujo no Yakujou,PSP,Role-Playing,0.00m
Date ni Game Tsui Wake Jane! Dungeon Maker Girls Type,DS,Role-Playing,0.00m
Dokapon Kingdom (JP sales),Wii,Role-Playing,0.00m
Battle Chasers: Nightwar,PC,Role-Playing,0.00m
Falling Skies: The Game,X360,Role-Playing,0.00m
Raven's Cry,PC,Role-Playing,0.00m
The Elder Scrolls III: Morrowind Game of the Year Edition,PC,Role-Playing,0.00m
Age of Conan: Hyborian Adventures,PC,Role-Playing,0.00m
Final Fantasy XI: The Vana'diel Collection,X360,Role-Playing,0.00m
Age of Pirates 2: City of Abandoned Ships,PC,Role-Playing,0.00m
Raven's Cry,PS3,Role-Playing,0.00m
Dungeons 2,PC,Role-Playing,0.00m
Dokapon: Monster Hunter,GBA,Role-Playing,0.00m
Fallout 2,PC,Role-Playing,0.00m
Dungeon Siege,PC,Role-Playing,0.00m
Mount & Blade: With Fire & Sword,PC,Role-Playing,0.00m
Vanguard: Saga of Heroes,PC,Role-Playing,0.00m
Dark Messiah Might and Magic,PC,Role-Playing,0.00m
Baldur's Gate,PC,Role-Playing,0.00m
Item Getter: Bokura no Kagaku to Mahou no Kankei,DS,Role-Playing,0.00m
Final Fantasy VII,PC,Role-Playing,0.00m
Princess Maker 4 Special Edition,DS,Role-Playing,0.00m
The Elder Scrolls III: Morrowind,PC,Role-Playing,0.00m
Dungeons & Dragons: Daggerdale,PC,Role-Playing,0.00m
Vampyr,PC,Role-Playing,0.00m
The Elder Scrolls IV: Oblivion - Game of the Year Edition,X360,Role-Playing,0.00m
Divine Divinity,PC,Role-Playing,0.00m
Beyond Divinity,PC,Role-Playing,0.00m
Hottarake no Shima: Kanata to Nijiiro no Kagami,DS,Role-Playing,0.00m
Nox,PC,Role-Playing,0.00m
Torchlight II,PC,Role-Playing,0.00m
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,PC,Role-Playing,0.00m
Arx Fatalis,PC,Role-Playing,0.00m
Phantasy Star Universe,PC,Role-Playing,0.00m
City of Villains,PC,Role-Playing,0.00m
Age of Pirates: Caribbean Tales,PC,Role-Playing,0.00m
Space Siege,PC,Role-Playing,0.00m
Arcanum: Of Steamworks and Magick Obscura,PC,Role-Playing,0.00m
Dungeon Siege: Legends of Aranna,PC,Role-Playing,0.00m
Gothic II,PC,Role-Playing,0.00m
Paper Mario,VC,Role-Playing,0.00m
Wizardry 8,PC,Role-Playing,0.00m
Dawn of Magic,PC,Role-Playing,0.00m
System Shock 2,PC,Role-Playing,0.00m
Heroes of Might and Magic V: Tribes of the East,PC,Role-Playing,0.00m
Net Ghost Pipopa: Pipopa DS @ Daibouken!!!,DS,Role-Playing,0.00m
Return to Krondor,PC,Role-Playing,0.00m
Baldur's Gate: Tales of the Sword Coast,PC,Role-Playing,0.00m
Time of Shadows,PC,Role-Playing,0.00m
Fallout: New Vegas Ultimate Edition,X360,Role-Playing,0.00m
Titan Quest: Immortal Throne,PC,Role-Playing,0.00m
Star Wars Galaxies: An Empire Divided,PC,Role-Playing,0.00m
Ni no Kuni II: Revenant Kingdom,PC,Role-Playing,0.00m
Star Wars Galaxies: Jump to Lightspeed,PC,Role-Playing,0.00m
Lords of Xulima,PC,Role-Playing,0.00m
Gothic 3: Forsaken Gods,PC,Role-Playing,0.00m
Fallout: New Vegas Ultimate Edition,PS3,Role-Playing,0.00m
Star Wolves,PC,Role-Playing,0.00m
Aion: Tower of Eternity,PC,Role-Playing,0.00m
Summoner,PC,Role-Playing,0.00m
Legacy of Ys: Books I & II,DS,Role-Playing,0.00m
Arcania: Gothic 4,PS3,Role-Playing,0.00m
Grandia II,PC,Role-Playing,0.00m
Freedom Force,PC,Role-Playing,0.00m
Izuna: Legend of the Unemployed Ninja,DS,Role-Playing,0.00m
Final Fantasy XI: Online,PC,Role-Playing,0.00m
The Elder Scrolls IV: Oblivion - Game of the Year Edition,PS3,Role-Playing,0.00m
Pillars of Eternity II: Deadfire,PC,Role-Playing,0.00m
Star Wars Galaxies: The Total Experience,PC,Role-Playing,0.00m
Mage Knight: Apocalypse,PC,Role-Playing,0.00m
Darkstone,PC,Role-Playing,0.00m
Enclave: Shadows of Twilight,Wii,Role-Playing,0.00m
Throne of Darkness,PC,Role-Playing,0.00m
Anachronox,PC,Role-Playing,0.00m
Freedom Force vs The 3rd Reich,PC,Role-Playing,0.00m
Swordsman Online,PC,Role-Playing,N/A
.hack//fragment,PC,Role-Playing,N/A
.hack//G.U. Last Recode,PC,Role-Playing,N/A
100 Years' War,PC,Role-Playing,N/A
3-Nen B-Gumi Kinpachi Sensei: Densetsu no Kyoudan ni Tate!,PS2,Role-Playing,N/A
7th Dragon 2020,PSN,Role-Playing,N/A
9Dragons,PC,Role-Playing,N/A
A Farewell to Dragons,PC,Role-Playing,N/A
A Pimp RPG,XBL,Role-Playing,N/A
A Wizard's Lizard,Linux,Role-Playing,N/A
A Wizard's Lizard,PC,Role-Playing,N/A
A Wizard's Lizard,OSX,Role-Playing,N/A
A.I.M.,PC,Role-Playing,N/A
A.I.M. 2: Clan Wars,PC,Role-Playing,N/A
Abandoned Places: A Time for Heroes,PC,Role-Playing,N/A
Absolute: Blazing Infinity,X360,Role-Playing,N/A
Absolute: Blazing Infinity,XBL,Role-Playing,N/A
Advanced Dungeons & Dragons: Eye of the Beholder,SCD,Role-Playing,N/A
Advanced Dungeons & Dragons: Hillsfar,NES,Role-Playing,N/A
Advanced Dungeons & Dragons: Curse of the Azure Bonds,PC,Role-Playing,N/A
Advanced Dungeons & Dragons: Dragons of Flame,NES,Role-Playing,N/A
Advanced Dungeons & Dragons: DragonStrike,NES,Role-Playing,N/A
Advanced Dungeons & Dragons: Eye of the Beholder,SNES,Role-Playing,N/A
Advanced Dungeons & Dragons: Heroes of the Lance,MS,Role-Playing,N/A
Advanced Dungeons & Dragons: Heroes of the Lance,NES,Role-Playing,N/A
Advanced Dungeons & Dragons: Hillsfar,PC,Role-Playing,N/A
Advanced Dungeons & Dragons: Pool of Radiance,PC,Role-Playing,N/A
Advanced Dungeons & Dragons: Pool of Radiance,NES,Role-Playing,N/A
Advanced Dungeons & Dragons: Slayer,3DO,Role-Playing,N/A
Adventure in Serenia,PC,Role-Playing,N/A
Adventures of Mana,PSV,Role-Playing,N/A
Adventures of Mana,And,Role-Playing,N/A
Adventures to Go!,PSN,Role-Playing,N/A
Aedis Eclipse: Generation of Chaos,PSN,Role-Playing,N/A
AereA,XOne,Role-Playing,N/A
AereA,PC,Role-Playing,N/A
After Armageddon Gaiden: Majuu Toushouden Eclipse,SCD,Role-Playing,N/A
Age of Conan: Hyborian Adventures,X360,Role-Playing,N/A
Age of Wulin - Legend of the Nine Scrolls,PC,Role-Playing,N/A
Ahriman's Prophecy,PC,Role-Playing,N/A
Aion: Assault on Balaurea,PC,Role-Playing,N/A
Aisle Lord,SCD,Role-Playing,N/A
Akalabeth,PC,Role-Playing,N/A
Akaneiro: Demon Hunters,PC,Role-Playing,N/A
Akazukin ChaCha,GB,Role-Playing,N/A
Akuma: Demon Spawn,PC,Role-Playing,N/A
Al-Qadim: The Genie's Curse,PC,Role-Playing,N/A
Albert Odyssey,VC,Role-Playing,N/A
Albert Odyssey,SNES,Role-Playing,N/A
Albert Odyssey 2: Jashin no Taidou,SNES,Role-Playing,N/A
Albert Odyssey: Legend of Eldean,SAT,Role-Playing,N/A
Albion,PC,Role-Playing,N/A
Alcahest,SNES,Role-Playing,N/A
Alganon,PC,Role-Playing,N/A
Alien Breed 2: Assault,PSN,Role-Playing,N/A
Alien Fires: 2199 AD,PC,Role-Playing,N/A
Alien Syndrome,PSN,Role-Playing,N/A
All Points Bulletin,X360,Role-Playing,N/A
All Points Bulletin,PS3,Role-Playing,N/A
Allods Online,PC,Role-Playing,N/A
Alnam no Tsubasa: Shouchiri no Sora no Achira e,PS,Role-Playing,N/A
Alshark,SCD,Role-Playing,N/A
Alternate Reality: The City,PC,Role-Playing,N/A
Altis Gates,PC,Role-Playing,N/A
Alundra,PSN,Role-Playing,N/A
Amphibian Man,PS3,Role-Playing,N/A
An Elder Scrolls Legend: Battlespire,PC,Role-Playing,N/A
Anarchy Online,PC,Role-Playing,N/A
Anarchy Online: Alien Invasion,PC,Role-Playing,N/A
Anarchy Online: Lost Eden,PC,Role-Playing,N/A
Anarchy Online: Shadowlands,PC,Role-Playing,N/A
Anarchy Online: The Notum Wars,PC,Role-Playing,N/A
Ancient Domains of Mystery,PC,Role-Playing,N/A
Ancient Land of Ys,PC,Role-Playing,N/A
Ancient Roman: Power of Dark Side,PS,Role-Playing,N/A
Angband,PC,Role-Playing,N/A
Angel Senki,PS3,Role-Playing,N/A
Angel Senki,PSN,Role-Playing,N/A
Angel's Feather,PS2,Role-Playing,N/A
Angel's Feather,PC,Role-Playing,N/A
Angel's Feather: Kohaku no Hitomi,PC,Role-Playing,N/A
Angel's Feather: Kuro no Zanei,PS2,Role-Playing,N/A
Angelique Duet,DS,Role-Playing,N/A
Angelique Tenkuu no Requiem,PCFX,Role-Playing,N/A
Angelique Tenkuu no Requiem,PS,Role-Playing,N/A
Angels Online,PC,Role-Playing,N/A
Animal Breeder 3,GB,Role-Playing,N/A
Animal Breeder 4,GB,Role-Playing,N/A
Animastar,DC,Role-Playing,N/A
Animastar GB,GB,Role-Playing,N/A
Anonymous Notes Chapter 1: From the Abyss,DSiW,Role-Playing,N/A
Anonymous Notes Chapter 2: From the Abyss,DSiW,Role-Playing,N/A
Another Bible,GB,Role-Playing,N/A
Anthem,PC,Role-Playing,N/A
Anthem,XOne,Role-Playing,N/A
Anthem,PS4,Role-Playing,N/A
Antiquia Lost,And,Role-Playing,N/A
Anvil of Dawn,PC,Role-Playing,N/A
Ape Quest,PSN,Role-Playing,N/A
Aphelion,XBL,Role-Playing,N/A
Aphelion 2,XBL,Role-Playing,N/A
Aphelion Episode One: Graves of Earth,XBL,Role-Playing,N/A
Aphelion Episode Two: Wings of Omega,XBL,Role-Playing,N/A
Apocalypse: Desire Next,X360,Role-Playing,N/A
Arc the Lad,PSN,Role-Playing,N/A
Arc the Lad Collection,PS,Role-Playing,N/A
Arc the Lad II,PSN,Role-Playing,N/A
Arc the Lad III,PSN,Role-Playing,N/A
Arc the Lad: Kijin Fukkatsu,WS,Role-Playing,N/A
Arcana,SNES,Role-Playing,N/A
Archangel,PC,Role-Playing,N/A
ArchLord,PC,Role-Playing,N/A
Archlord 2,PC,Role-Playing,N/A
Arcus 1-2-3,SCD,Role-Playing,N/A
Arcus Odyssey,GEN,Role-Playing,N/A
Arcus Odyssey,SNES,Role-Playing,N/A
Aretha,SNES,Role-Playing,N/A
Aretha,GB,Role-Playing,N/A
Aretha II,GB,Role-Playing,N/A
Aretha II: Ariel no Fushigi na Tabi,SNES,Role-Playing,N/A
Aretha III,GB,Role-Playing,N/A
Arle no Bouken: Mahou no Jewel,GB,Role-Playing,N/A
Arms' Heart,PSP,Role-Playing,N/A
Arms' Heart,PSN,Role-Playing,N/A
Arubarea no Otome: Uruwashi no Seishikitachi,PS,Role-Playing,N/A
Arubarea no Otome: Uruwashi no Seishikitachi,PSN,Role-Playing,N/A
Ascend: Hand of Kul,X360,Role-Playing,N/A
Asda 2,PC,Role-Playing,N/A
Asda Story,PC,Role-Playing,N/A
Asheron's Call,PC,Role-Playing,N/A
Asheron's Call 2: Fallen Kings,PC,Role-Playing,N/A
Asheron's Call 2: Legions,PC,Role-Playing,N/A
Asheron's Call Dark Majesty,PC,Role-Playing,N/A
Asheron's Call: Throne of Destiny,PC,Role-Playing,N/A
Astonishia Story,PC,Role-Playing,N/A
Astonishia Story,PSN,Role-Playing,N/A
Astonishia Story: Forgotten Saga,PC,Role-Playing,N/A
Asuncia: Matsue no Jubaku,PS,Role-Playing,N/A
Aura 2,PC,Role-Playing,N/A
Aura Battler Dunbine,PS,Role-Playing,N/A
Aurora Blade,PC,Role-Playing,N/A
Aurora Quest: Otaku no Seiza in Another World,PCE,Role-Playing,N/A
Auto Assault,PC,Role-Playing,N/A
Auto Duel,PC,Role-Playing,N/A
Autoduel,PC,Role-Playing,N/A
Avadon: The Black Fortress,PC,Role-Playing,N/A
Avalis Dungeon,XBL,Role-Playing,N/A
Avalis Dungeon 2,XBL,Role-Playing,N/A
Avatar Adventurers Online,XBL,Role-Playing,N/A
Avatar Fantasy RPG,XBL,Role-Playing,N/A
Avatar Legends,XBL,Role-Playing,N/A
Avencast: Rise of the Mage,PC,Role-Playing,N/A
Avernum,PC,Role-Playing,N/A
Avernum 2,PC,Role-Playing,N/A
Avernum 3,PC,Role-Playing,N/A
Avernum 4,PC,Role-Playing,N/A
Avernum 5,PC,Role-Playing,N/A
Avernum 6,PC,Role-Playing,N/A
Azure Dreams,GB,Role-Playing,N/A
B-Daman Baku Gaiden V: Final Mega Tune,GB,Role-Playing,N/A
B-Daman Baku Gaiden: Victory e no Michi,GB,Role-Playing,N/A
Back to Stone,GBA,Role-Playing,N/A
Bad Blood,PC,Role-Playing,N/A
Bahamut Lagoon,VC,Role-Playing,N/A
Bakuchou Retrieve Master,GB,Role-Playing,N/A
Bakukyuu Renpatsu!! Super B-Daman Gekitan! Rising Valkyrie!,GB,Role-Playing,N/A
Bakumatsu Korinden Oni,SNES,Role-Playing,N/A
Bakumatsu Revolution,PSN,Role-Playing,N/A
Baldur's Gate II: Shadows of Amn,PC,Role-Playing,N/A
Baldur's Gate II: The Collection,PC,Role-Playing,N/A
Baldur's Gate II: Throne of Bhaal,PC,Role-Playing,N/A
Baldur's Gate: 4 in 1 Boxset,PC,Role-Playing,N/A
Balrog Sampler,PC,Role-Playing,N/A
Barcode Taisen Bardigun,GB,Role-Playing,N/A
Bardysh,PS,Role-Playing,N/A
Baroque,SAT,Role-Playing,N/A
Baroque,PS,Role-Playing,N/A
Baroque Syndrome,PS,Role-Playing,N/A
Bastion,XBL,Role-Playing,N/A
Bastion,PC,Role-Playing,N/A
Baten Kaitos Origins,DS,Role-Playing,N/A
Battle Konchuuden,PS,Role-Playing,N/A
Battle Mages: Sign of Darkness,PC,Role-Playing,N/A
Battle Master,GEN,Role-Playing,N/A
BattleKnight,PC,Role-Playing,N/A
Battlepaths,PC,Role-Playing,N/A
Battlestar Galactica Online,PC,Role-Playing,N/A
BattleTech: The Crescent Hawk's Inception,PC,Role-Playing,N/A
BattleTech: The Crescent Hawks' Revenge,PC,Role-Playing,N/A
Bealphareth,PS,Role-Playing,N/A
Beggar Prince,GEN,Role-Playing,N/A
Benkei Gaiden,VC,Role-Playing,N/A
Benkei Gaiden,PCE,Role-Playing,N/A
Benkei Gaiden,PSN,Role-Playing,N/A
Benkei Gaiden: Suna no Shou,SNES,Role-Playing,N/A
Betrayal at Krondor,PC,Role-Playing,N/A
Betrayal in Antara,PC,Role-Playing,N/A
Beyond Oasis,VC,Role-Playing,N/A
Beyond Oasis,VC,Role-Playing,N/A
Bikkuri! Dokkiri! Mahou no Pen,DS,Role-Playing,N/A
BikkuriMan 2000 Charging Card GB,GB,Role-Playing,N/A
BikkuriMan World: Gekitou Sei Senshi,NES,Role-Playing,N/A
Biomutant,PC,Role-Playing,N/A
Biomutant,PS4,Role-Playing,N/A
Biomutant,XOne,Role-Playing,N/A
BioShock & The Elder Scrolls IV: Oblivion Bundle,X360,Role-Playing,N/A
BioShock & The Elder Scrolls IV: Oblivion Bundle,PC,Role-Playing,N/A
Bishoujo Senshi Sailormoon: Another Story,SNES,Role-Playing,N/A
Blackstone - Part One,XBL,Role-Playing,N/A
Blade & Soul,PC,Role-Playing,N/A
Blade Arts: Tasogare no Miyako R'lyeh,PS,Role-Playing,N/A
Blade Dancer: Lineage of Light,PSN,Role-Playing,N/A
Blades of Avernum,PC,Role-Playing,N/A
Blaze & Blade Busters,PS,Role-Playing,N/A
Blaze & Blade: Eternal Quest,PC,Role-Playing,N/A
Blaze & Blade: Eternal Quest,PS,Role-Playing,N/A
Blaze Union: Story to Reach the Future,PSN,Role-Playing,N/A
Blazing Souls: Accelerate,PSN,Role-Playing,N/A
Blend X Brand,PS,Role-Playing,N/A
Blood Omen: Legacy of Kain,PSN,Role-Playing,N/A
Blood Omen: Legacy of Kain,PC,Role-Playing,N/A
Bloody Vampire,3DS,Role-Playing,N/A
BloodyCheckers,XBL,Role-Playing,N/A
Blue Almanac,GEN,Role-Playing,N/A
Blue Angelo: Angels from the Shrine,GBA,Role-Playing,N/A
Blue Breaker,SAT,Role-Playing,N/A
Blue Breaker Burst: Bishou o Anata to,PS,Role-Playing,N/A
Blue Breaker Burst: Egao no Asuni,PS,Role-Playing,N/A
Blue Breaker: Egao no Yakusoku,PS,Role-Playing,N/A
Blue Forest Story: Kaze no Fuuin,PS,Role-Playing,N/A
Blue Forest Story: Kaze no Fuuin,3DO,Role-Playing,N/A
Blue Wing Blitz,WS,Role-Playing,N/A
Boboboubo Boubobo Dassutsu! Hajike Royale,GC,Role-Playing,N/A
Boboboubo Boubobo: 9 Kiwame Senshi Gyagu Yuugou,GBA,Role-Playing,N/A
Body Conquest II,PCE,Role-Playing,N/A
Boku mo Sekai o Sukuitai: Battle Tournament,WW,Role-Playing,N/A
Bomberman Jetters: Densetsu no Bomberman,GBA,Role-Playing,N/A
Bomberman Quest,GB,Role-Playing,N/A
Bonded Realities,XBL,Role-Playing,N/A
Bouken Jidai Katsugeki: Goemon,PS2,Role-Playing,N/A
Bouken Yuuki PlaStar World: Densetsu no PlaStar Gate EX,GBA,Role-Playing,N/A
Bouken Yuuki PlaStar World: Densetsu no Plasto Gate,GBA,Role-Playing,N/A
Bouken-Ou Beet: Busters Road,GBA,Role-Playing,N/A
Bouken-Ou Beet: Darkness Century,PS2,Role-Playing,N/A
Bouken-Ou Beet: Vandal vs. Busters,DS,Role-Playing,N/A
Boundary Gate: Daughter of Kingdom,PCFX,Role-Playing,N/A
Boundary Gate: Daughter of Kingdom,PS,Role-Playing,N/A
BoundlessPlanet,PC,Role-Playing,N/A
Bounty Sword,SNES,Role-Playing,N/A
Bounty Sword: Double Edge,PS,Role-Playing,N/A
Bounty Swords First,PSN,Role-Playing,N/A
Bounty Swords First,PS,Role-Playing,N/A
Brain Lord,SNES,Role-Playing,N/A
Brandish,SNES,Role-Playing,N/A
Brandish,PCE,Role-Playing,N/A
Brandish 2 Expert,SNES,Role-Playing,N/A
Brandish 2: The Planet Buster,SNES,Role-Playing,N/A
Brandish 3: Spirit of Balcan,PC,Role-Playing,N/A
Brandish 4: VT,PC,Role-Playing,N/A
Brandish: The Dark Revenant,PSN,Role-Playing,N/A
Brave Fencer Musashi,PSN,Role-Playing,N/A
Brave Prove,PS,Role-Playing,N/A
Brave Saga 2,PS,Role-Playing,N/A
Brave Saga Shinshou Astaria,GB,Role-Playing,N/A
Brave Story: New Traveler,PSN,Role-Playing,N/A
Brave Story: Wataru no Bouken,PS2,Role-Playing,N/A
Brave Trials,And,Role-Playing,N/A
Bravely Default: Praying Brage,PC,Role-Playing,N/A
Breath of Death VII: The Beginning,XBL,Role-Playing,N/A
Breath of Death VII: The Beginning,PC,Role-Playing,N/A
Breath of Fire,SNES,Role-Playing,N/A
Breath of Fire 4,PSN,Role-Playing,N/A
Breath of Fire II,VC,Role-Playing,N/A
Breath of Fire III,PSN,Role-Playing,N/A
Breath of Fire IV,PC,Role-Playing,N/A
Breath of Fire IV,PSN,Role-Playing,N/A
Brightis,PS,Role-Playing,N/A
Broken Circle,GBA,Role-Playing,N/A
Buck Rogers: Countdown to Doomsday,GEN,Role-Playing,N/A
Buck Rogers: Countdown to Doomsday,PC,Role-Playing,N/A
Burai: Hachigyoku no Yuushi Densetsu,SCD,Role-Playing,N/A
Busin 0: Wizardry Alternative Neo,PS2,Role-Playing,N/A
Cabal Online,PC,Role-Playing,N/A
Cadash,VC,Role-Playing,N/A
Cadash,PCE,Role-Playing,N/A
Call For Heroes: Pompolic Wars,Wii,Role-Playing,N/A
Call of Gods,PC,Role-Playing,N/A
Card of Destiny: Hikari to Yami no Tougoumono,DC,Role-Playing,N/A
CardCaptor Sakura: Sakura to Fushigi na Clow Cards,WS,Role-Playing,N/A
Caribbean!,PC,Role-Playing,N/A
Casper (GBC),GB,Role-Playing,N/A
Cave Noire,GB,Role-Playing,N/A
Caverns of Xaskazien,PC,Role-Playing,N/A
Caverns of Xaskazien,Lynx,Role-Playing,N/A
Chacha-Maru Boukenki 3: Abyss no Tou,GB,Role-Playing,N/A
Chalvo 55,GB,Role-Playing,N/A
Champions of Krynn,PC,Role-Playing,N/A
Champions Online,X360,Role-Playing,N/A
Chantelise,PC,Role-Playing,N/A
Chantelise: A Tale of Two Sisters,PC,Role-Playing,N/A
Chaos Gateway,XBL,Role-Playing,N/A
Chaos Reborn,PC,Role-Playing,N/A
Chaos Reborn,Linux,Role-Playing,N/A
Chaos Reborn,OSX,Role-Playing,N/A
Chaos Rings III,And,Role-Playing,N/A
Chevalier Saga Tactics,PC,Role-Playing,N/A
Chevalier Saga Tactics,PSN,Role-Playing,N/A
Chibi Maruko-Chan Okozukai Daisakusen!,GB,Role-Playing,N/A
Child of Light,WiiU,Role-Playing,N/A
Child of Light,X360,Role-Playing,N/A
Child of Light,XOne,Role-Playing,N/A
Child of Light,PS3,Role-Playing,N/A
Cho Aniki: Otoko no Tamafuda,WS,Role-Playing,N/A
Chocobo no Fushigi Dungeon,PSN,Role-Playing,N/A
Chocobo's Dungeon 2,PSN,Role-Playing,N/A
Choro Q Hyper,GB,Role-Playing,N/A
Choro Q Wonderful!,PS,Role-Playing,N/A
Chou Majin Eiyuuden Wataru: Another Step,PS,Role-Playing,N/A
Chou Majin Eiyuuden Wataru: Mazekko Monster,GB,Role-Playing,N/A
Chou Majin Eiyuuden Wataru: Mazekko Monster 2,GB,Role-Playing,N/A
Chou-Hatsumei Boy Kanipan: Bousou Robot no Nazo!?,DC,Role-Playing,N/A
Chroma Squad,PC,Role-Playing,N/A
Chronicles of Pern: Dragon Riders,DC,Role-Playing,N/A
