game_key,Name,Platform,Franchise,Follows,Release date
ty-the-tasmanian-tiger-3-night-of-the-quinkan,Ty the Tasmanian Tiger 3: Night of the Quinkan,PC,,2,1545004800
ty-the-tasmanian-tiger-4,TY the Tasmanian Tiger 4,PC,,1,1374624000
ty-the-tasmanian-tiger,Ty the Tasmanian Tiger,PC,,8,1481500800
tycoon-city-new-york,Tycoon City: New York,PC,,2,1140739200
typer-shark-deluxe,Typer Shark! Deluxe,PC,,0,1156896000
typoman,Typoman,PC,,11,1471219200
typoman-revised,Typoman: Revised,PC,,4,1471219200
tyranny,Tyranny,PC,,58,1478736000
tyranny-gold-edition,Tyranny: Gold Edition,PC,,0,1542499200
tyrian-2000,Tyrian 2000,PC,,8,942883200
tzar-the-burden-of-the-crown,Tzar: The Burden of the Crown,PC,,8,948931200
fury,Fury,PC,,0,1199059200
fur-fury,Fur Fury,PC,,0,1552348800
u-sing-2,U-Sing 2,Wii,,0,1291334400
u-sing,U-Sing,Wii,,0,1260057600
vr-future-wars-aircraft-carrier-uav-confrontation,VR Future Wars: Aircraft Carrier-UAV Confrontation,PC,,0,1624492800
ub-funkeys,U.B. Funkeys,PC,,0,1183248000
ubermosh-vol-dot-3,Ubermosh Vol.3,PC,,1,1471219200
ubermosh-vol-dot-5,Ubermosh Vol.5,PC,,2,1495670400
ubermosh-vol-dot-7,Ubermosh Vol.7,PC,,0,1556582400
ubermosh,Ubermosh,PC,,3,1439424000
ubermosh-black,Ubermosh: Black,PC,,2,1455667200
ubersoldier-ii,Ubersoldier II,PC,,2,1196985600
uberstrike,UberStrike,PC,,0,1434499200
uboat,UBOAT,PC,,6,1556582400
ubongo-puzzle-adventure,UBONGO Puzzle Adventure,NS,,0,1586304000
uchuujin-tanaka-tarou-de-rpg-tsukuuru-gb2,Uchuujin Tanaka Tarou de RPG Tsukuuru GB2,GBC,,0,995587200
udraw-studio-instant-artist,uDraw Studio: Instant Artist,X360,,0,1321315200
udraw-studio,uDraw Studio,Wii,,0,1299196800
uefa-champions-league-2004-2005,UEFA Champions League 2004-2005,PC,,1,1107388800
uefa-euro-2000,UEFA Euro 2000,PC,,1,978220800
uefa-euro-2004-portugal,UEFA Euro 2004: Portugal,PC,,0,1083628800
ufc-2009-undisputed,UFC 2009 Undisputed,X360,UFC,2,1242950400
ufc-personal-trainer-the-ultimate-fitness-system,UFC Personal Trainer: The Ultimate Fitness System,X360,,0,1311811200
ufc-tapout-2,UFC: Tapout 2,XB,UFC,0,1048118400
ufc-tapout,UFC: Tapout,XB,UFC,0,1013904000
ufc-undisputed-2010,UFC Undisputed 2010,X360,UFC,4,1275004800
ufc-undisputed-3,UFC Undisputed 3,X360,UFC,1,1329436800
ufo-afterlight,UFO: Afterlight,PC,,1,1170979200
ufo-aftermath,UFO: Aftermath,PC,,1,1066953600
ufo-aftershock,UFO: Aftershock,PC,,1,1130198400
ufo-extraterrestrials,UFO: Extraterrestrials,PC,,0,1183075200
ufo-extraterrestrials-gold-edition,UFO: Extraterrestrials - Gold Edition,PC,,0,1266364800
ufouria-the-saga,Ufouria: The Saga,WiiU,,0,1412812800
ugly-americans-apocalypsegeddon,Ugly Americans: Apocalypsegeddon,X360,,0,1309651200
uk-truck-simulator,UK Truck Simulator,PC,,0,1266537600
ukiyo-no-roushi,Ukiyo no Roushi,PSV,,0,1423612800
ukiyo-no-shishi,Ukiyo no Shishi,PS3,,0,1422489600
ultima-exodus,Ultima: Exodus,SNES,,1,604713600
ultima-iii-exodus,Ultima III: Exodus,SNES,,2,560736000
ultima-iv-quest-of-the-avatar,Ultima IV: Quest of the Avatar,PC,Ultima,9,1314835200
ultima-quest-of-the-avatar,Ultima: Quest of the Avatar,SNES,,0,602294400
ultima-forever-quest-for-the-avatar,Ultima Forever: Quest for the Avatar,iOS,,0,1375833600
ultima-ix-ascension,Ultima IX: Ascension,PC,Ultima,1,943401600
ultima-online-samurai-empire,Ultima Online: Samurai Empire,PC,,0,1099353600
ultima-online-the-second-age,Ultima Online: The Second Age,PC,,0,909792000
ultima-online,Ultima Online,PC,Ultima,6,875059200
ultima-runes-of-virtue,Ultima: Runes of Virtue,GB,Ultima,0,712627200
ultima-v-warriors-of-destiny,Ultima V: Warriors of Destiny,SNES,,4,725846400
ultima-warriors-of-destiny,Ultima: Warriors of Destiny,SNES,,0,728524800
ultimate-air-combat,Ultimate Air Combat,SNES,,0,704678400
ultimate-band,Ultimate Band,Wii,,0,1227571200
ultimate-basketball,Ultimate Basketball,SNES,,0,654739200
pro-beach-soccer,Pro Beach Soccer,PS2,,0,1062115200
ultimate-brain-games,Ultimate Brain Games,PS,,0,1070323200
ultimate-card-games,Ultimate Card Games,DS,,0,1320710400
ultimate-chicken-horse,Ultimate Chicken Horse,PC,,10,1457049600
ultimate-chicken-horse-a-neigh-versary-edition,Ultimate Chicken Horse: A-Neigh-Versary Edition,NS,,0,1633046400
ultimate-duck-hunting,Ultimate Duck Hunting,PC,,0,1146528000
super-smash-bros-ultimate-fighters-pass,Super Smash Bros. Ultimate: Fighters Pass,NS,Persona,4,1544140800
virtua-fighter-5-ultimate-showdown,Virtua Fighter 5: Ultimate Showdown,PS4,Virtua Fighter,0,1622505600
ultimate-fighting-championship-throwdown,Ultimate Fighting Championship: Throwdown,GC,,0,1030579200
ultimate-fighting-championship,Ultimate Fighting Championship,PS,,1,975110400
ultimate-general-civil-war,Ultimate General: Civil War,PC,,6,1499990400
ultimate-general-gettysburg,Ultimate General: Gettysburg,PC,,6,1413417600
ultimate-ghosts-n-goblins,Ultimate Ghosts 'n Goblins,PSP,Ghosts 'n Goblins,1,1158192000
ultimate-i-spy,Ultimate I Spy,Wii,I Spy,0,1225238400
ultimate-league-soccer,Ultimate League Soccer,SNES,,0,696902400
ultimate-marvel-vs-capcom-3,Ultimate Marvel vs. Capcom 3,X360,Marvel,28,1321315200
ultimate-mortal-kombat,Ultimate Mortal Kombat,DS,Mortal Kombat,0,1197504000
mortal-kombat-11-ultimate,Mortal Kombat 11: Ultimate,PC,Mortal Kombat,2,1605571200
mortal-kombat-11-ultimate-plus-injustice-2-legendary-edition-bundle,Mortal Kombat 11: Ultimate + Injustice 2 Legendary Edition Bundle,XOne,,0,1616630400
ultimate-muscle-the-kinnikuman-legacy-the-path-of-the-superhero,Ultimate Muscle: The Kinnikuman Legacy - The Path of the Superhero,GBA,,0,1057363200
ultimate-nes-remix,Ultimate NES Remix,3DS,,3,1417651200
ultimate-paintball,Ultimate Paintball,GBC,,0,970358400
vr-ultimate-paintball-heartbreak-regret-and-paintbots,"VR Ultimate Paintball: Heartbreak, Regret & Paintbots",PC,,0,1470700800
ultimate-party-challenge,Ultimate Party Challenge,Wii,,0,1259798400
ultimate-pro-pinball,Ultimate Pro Pinball,XB,,0,1167609600
ultimate-puzzle-games,Ultimate Puzzle Games,GBA,,0,1134518400
ultimate-ride,Ultimate Ride,PC,,0,1001808000
ultimate-ride-disney-coaster,Ultimate Ride: Disney Coaster,PC,Disney,0,1009756800
ride-4-ultimate-2020,RIDE 4: Ultimate 2020,XOne,,0,1608249600
ultimate-shooting-collection,Ultimate Shooting Collection,Wii,,0,1207785600
ultimate-soccer-manager-98,Ultimate Soccer Manager '98,PC,,0,946598400
ultimate-soccer-manager-98-99,Ultimate Soccer Manager 98-99,PC,,0,946598400
ultimate-soccer-manager-2,Ultimate Soccer Manager 2,PC,,1,851990400
ultimate-spider-man,Ultimate Spider-Man,PC,Marvel,42,1127347200
the-amazing-spider-man-ultimate-edition,The Amazing Spider-Man: Ultimate Edition,WiiU,,0,1365724800
ultimate-surfing,Ultimate Surfing,GBC,,0,994291200
ultimate-winter-games,Ultimate Winter Games,GBA,,0,1075593600
ultionus-a-tale-of-petty-revenge,Ultionus: A Tale of Petty Revenge,PC,,1,1393286400
ultra-bust-a-move,Ultra Bust-A-Move,XB,Bubble Bobble,0,1102032000
chess-ultra,Chess Ultra,PC,,6,1498003200
ultra-golf,Ultra Golf,GB,,0,702086400
3d-ultra-mini-golf,3D Ultra Mini Golf,X360,,0,1166572800
3d-ultra-mini-golf-adventures-2,3D Ultra Mini Golf Adventures 2,X360,,0,1288137600
ultra-hyperball,Ultra Hyperball,NS,,1,1501200000
ultra-mission,Ultra Mission,PSV,,0,1627516800
ultra-street-fighter-ii-the-final-challengers,Ultra Street Fighter II: The Final Challengers,NS,Street Fighter,3,1495756800
ultracore,Ultracore,NS,,0,1592870400
ultracore-collectors-edition,Ultracore Collector's Edition,NS,,0,1576800000
ultragoodness,UltraGoodness,PC,,0,1496361600
ultragoodness-2,UltraGoodness 2,NS,,0,1613088000
ultraman-chou-toushi-gekiden,Ultraman Chou Toushi Gekiden,GB,,0,777859200
ultraman-fighting-evolution-0,Ultraman Fighting Evolution 0,PSP,Ultraman,0,1153353600
ultraman-fighting-evolution-2,Ultraman Fighting Evolution 2,PS2,Ultraman,0,1036022400
ultraman-fighting-evolution-3,Ultraman Fighting Evolution 3,PS2,Ultraman,1,1101945600
ultraman-fighting-evolution-rebirth,Ultraman Fighting Evolution Rebirth,PS2,Ultraman,0,1130371200
ultraman-fighting-evolution,Ultraman Fighting Evolution,PS,Ultraman,0,915062400
ultraman-nexus,Ultraman Nexus,PS2,,0,1117065600
ultratron,Ultratron,PC,,5,1363564800
umihara-kawase-bazooka,Umihara Kawase BaZooKa!,PC,,0,1590624000
umihara-kawase-fresh,Umihara Kawase Fresh!,PC,,0,1590624000
umihara-kawase-portable,Umihara Kawase Portable,PSP,,0,1206576000
umihara-kawase-shun-second-edition,Umihara Kawase: Shun - Second Edition,PS,,0,948326400
umihara-kawase-shun-second-edition-complete,Umihara Kawase Shun: Second Edition Complete,DS,,0,1256774400
umihara-kawase-shun,Umihara Kawase Shun,PS,,0,857088000
umihara-kawase-shun-steam-edition,Umihara Kawase Shun: Steam Edition,PC,,0,1448323200
umihara-kawase,Umihara Kawase,PC,,2,1446422400
umineko-no-naku-koro-ni-chiru-shinjitsu-to-gensou-no-nocturne,Umineko no Naku Koro ni Chiru: Shinjitsu to Gensou no Nocturne,PS3,When They Cry,0,1323907200
umineko-no-naku-koro-ni-chiru-episode-5-end-of-the-golden-witch,Umineko no Naku Koro ni Chiru: Episode 5 - End of the Golden Witch,PC,When They Cry,0,1250294400
umineko-no-naku-koro-ni-chiru-episode-6-dawn-of-the-golden-witch,Umineko no Naku Koro ni Chiru: Episode 6 - Dawn of the Golden Witch,PC,When They Cry,0,1510963200
umineko-no-naku-koro-ni-chiru-episode-8-twilight-of-the-golden-witch,Umineko no Naku Koro ni Chiru: Episode 8 - Twilight of the Golden Witch,PC,When They Cry,0,1293753600
umineko-no-naku-koro-ni-majo-to-suiri-no-rinbukyoku,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,When They Cry,0,1292457600
umineko-no-naku-koro-ni-portable-1,Umineko no Naku Koro ni: Portable 1,PSP,When They Cry,0,1319068800
umineko-no-naku-koro-ni-saku,Umineko no Naku Koro ni Saku,PC,When They Cry,0,1570147200
umineko-no-naku-koro-ni-episode-4-alliance-of-the-golden-witch,Umineko no Naku Koro ni: Episode 4 - Alliance of the Golden Witch,PC,When They Cry,1,1287100800
umineko-no-naku-koro-ni-hane,Umineko no Naku Koro ni Hane,PC,When They Cry,0,1325289600
umineko-no-naku-koro-ni-tsubasa,Umineko no Naku Koro ni Tsubasa,PC,When They Cry,0,1293753600
unavowed,Unavowed,PC,,10,1533686400
unbound-saga,Unbound Saga,X360,,1,1288742400
unbound-worlds-apart,Unbound: Worlds Apart,PC,,0,1627430400
unbox-newbies-adventure,Unbox: Newbie's Adventure,PC,,0,1501027200
uncharted-2-among-thieves-game-of-the-year-edition,Uncharted 2: Among Thieves - Game of The Year Edition,PS3,Uncharted,2,1286841600
uncharted-2-among-thieves-remastered,Uncharted 2: Among Thieves Remastered,PS4,Uncharted,8,1444176000
uncharted-2-among-thieves,Uncharted 2: Among Thieves,PS3,Uncharted,554,1255564800
uncharted-2-among-thieves-fortune-hunter-edition,Uncharted 2: Among Thieves - Fortune Hunter Edition,PS3,Uncharted,1,1255392000
uncharted-2-among-thieves-limited-edition-collectors-box,Uncharted 2: Among Thieves - Limited Edition Collector's Box,PS3,Uncharted,1,1255651200
uncharted-3-drake-s-deception,Uncharted 3: Drake's Deception,PS3,Uncharted,401,1320278400
uncharted-3-drakes-deception-remastered,Uncharted 3: Drake's Deception Remastered,PS4,Uncharted,10,1444176000
uncharted-3-drakes-deception-special-edition,Uncharted 3: Drake's Deception - Special Edition,PS3,Uncharted,0,1320278400
uncharted-3-drakes-deception-explorer-edition,Uncharted 3: Drake's Deception - Explorer Edition,PS3,Uncharted,0,1320192000
uncharted-3-drakes-deception-collectors-edition,Uncharted 3: Drake's Deception - Collector's Edition,PS3,Uncharted,1,1320105600
uncharted-4-a-thief-s-end,Uncharted 4: A Thief's End,PS4,Uncharted,630,1462838400
uncharted-4-a-thiefs-end-remastered,Uncharted 4: A Thief's End - Remastered,PC,,0,1648684800
uncharted-4-a-thiefs-end-special-edition,Uncharted 4: A Thief's End Special Edition,PS4,Uncharted,0,1462838400
uncharted-4-a-thiefs-end-digital-deluxe-edition,Uncharted 4: A Thief's End - Digital Deluxe Edition,PS4,Uncharted,1,1462838400
uncharted-4-a-thiefs-end-libertalia-collectors-edition,Uncharted 4: A Thief's End Libertalia Collector's Edition,PS4,Uncharted,1,1462838400
uncharted-drake-s-fortune,Uncharted: Drake's Fortune,PS3,Uncharted,274,1196899200
uncharted-drakes-fortune-remastered,Uncharted: Drake's Fortune Remastered,PS4,Uncharted,9,1444176000
uncharted-dual-pack,Uncharted Dual Pack,PS3,Uncharted,0,1311292800
uncharted-fortune-hunter,Uncharted: Fortune Hunter,iOS,,2,1462492800
uncharted-golden-abyss,Uncharted: Golden Abyss,PSV,Uncharted,33,1329955200
uncharted-legacy-of-thieves-collection,Uncharted: Legacy of Thieves Collection,PC,Uncharted,3,1657843200
uncharted-ocean,Uncharted Ocean,PC,,0,1574208000
uncharted-waters,Uncharted Waters,SNES,,1,694137600
uncharted-waters-3,Uncharted Waters 3,PC,,0,849225600
uncharted-the-lost-legacy,Uncharted: The Lost Legacy,PS4,,165,1503446400
uncharted-the-lost-legacy-remastered,Uncharted: The Lost Legacy - Remastered,PC,,0,1648684800
uncharted-the-nathan-drake-collection,Uncharted: The Nathan Drake Collection,PS4,Uncharted,149,1444176000
uncharted-the-nathan-drake-collection-special-edition,Uncharted: The Nathan Drake Collection - Special Edition,PS4,,3,1451520000
uncharted-waters-iv-with-power-up-kit-hd-version,Uncharted Waters IV with Power-Up Kit - HD Version,PC,,0,1621468800
uncharted-waters-online-gran-atlas,Uncharted Waters Online: Gran Atlas,PC,,0,1409875200
uncharted-waters-online,Uncharted Waters Online,PC,,0,1286409600
uncharted-waters-online-episode-atlantis,Uncharted Waters Online: Episode Atlantis,PC,,0,1412294400
uncharted-waters-2,Uncharted Waters 2,WiiU,,0,1388448000
uncle-alberts-fabulous-voyage,Uncle Albert's Fabulous Voyage,PC,,0,939168000
uncle-alberts-magical-album,Uncle Albert's Magical Album,PC,,0,891302400
uncompromising-trash,Uncompromising Trash,PC,,0,1486771200
undead-bowling,Undead Bowling,3DS,,0,1414627200
undead-knights,Undead Knights,PSP,,0,1256774400
under-defeat-hd,Under Defeat HD,PS3,,0,1354060800
under-night-in-birth-exe-late-cl-r,Under Night In-Birth Exe:Late[cl-r],PC,,0,1585267200
under-night-in-birth-exe-late,Under Night In-Birth Exe:Late,PC,,4,1468281600
under-night-in-birth-exe-late-st,Under Night In-Birth Exe:Late[st],PC,,2,1534723200
under-siege,Under Siege,PS3,,0,1306972800
earth-under-siege,Earth Under Siege,PC,,1,1415059200
revolution-under-siege,Revolution Under Siege,PC,,0,1290470400
undercover-cops-gaiden-hakaishin-garumaa,Undercover Cops Gaiden: Hakaishin Garumaa,GB,,0,755481600
underhero,Underhero,PC,,2,1537315200
undernauts-labyrinth-of-yomi,Undernauts: Labyrinth of Yomi,PC,,2,1635984000
undertale,Undertale,PC,Undertale,358,1442275200
undertow,Undertow,X360,,0,1198195200
undying,Undying,PC,,0,1634601600
undying-dusk,Undying Dusk,PC,,0,1619222400
the-undying-plague,The Undying Plague,PC,,0,1428624000
spuds-unearthed,Spuds Unearthed,PS4,,1,1587600000
unearthing-mars,Unearthing Mars,PC,,1,1498089600
unepic,Unepic,PC,,14,1317340800
unexplored-2-the-wayfarers-legacy,Unexplored 2: The Wayfarer's Legacy,PC,,1,1621468800
unexplored-unlocked-edition,UnExplored: Unlocked Edition,NS,,0,1533772800
unfabulous,Unfabulous,GBA,,0,1159747200
unholy-heights,Unholy Heights,PC,,0,1378339200
uninvited,Uninvited,PC,,2,757296000
uninvited-guest,Uninvited Guest,PC,,0,1636070400
uninvited-macventure-series,Uninvited: MacVenture Series,PC,,0,1422230400
unit-13,Unit 13,PSV,,1,1331078400
universal-combat-ce,Universal Combat CE,PC,,0,1423180800
universal-soldier--1,Universal Soldier,GB,Universal Soldier,0,727228800
soldiers-of-the-universe,Soldiers of the Universe,PC,,0,1496275200
universal-studios-theme-parks-adventure,Universal Studios Theme Parks Adventure,GC,Universal Studios,0,1020384000
universe-sandbox,Universe Sandbox,PC,,7,1440374400
universe-sandbox-legacy,Universe Sandbox Legacy,PC,,0,1304035200
pocket-universe-3d-sandbox,Pocket Universe - 3D Sandbox,iOS,,1,1492128000
unlimited-saga,Unlimited SaGa,PS2,SaGa,0,1067558400
unmechanical,Unmechanical,X360,,1,1422576000
unmechanical-extended-edition,Unmechanical: Extended Edition,PS3,,3,1423526400
unmetal,UnMetal,PC,,0,1632787200
uno-2-small-world,Uno 2: Small World,GB,,0,794188800
uno-52,UNO 52,DS,,0,1162512000
uno-and-friends,UNO & Friends,PC,,1,1365465600
uno-flip,UNO: FLIP,PC,,0,1584403200
uno--1,Uno,PC,Uno,6,1483401600
bottle-flip-3d,Bottle Flip 3D,iOS,,0,1545264000
uno-free-fall,Uno Free Fall,GBA,Uno,0,1173139200
uno-rush,Uno Rush,X360,Uno,1,1237939200
uno-slash-skip-bo-slash-uno-freefall,Uno / Skip-Bo / Uno Freefall,DS,Uno,0,1195171200
uno-small-world,Uno: Small World,GB,,0,754272000
unpacking--1,Unpacking,PC,,0,1536969600
unpacking,Unpacking,PC,,6,1635811200
funk-unplugged,Funk Unplugged,PC,,0,1527206400
unplugged-air-guitar,Unplugged: Air Guitar,PC,,0,1638403200
unravel-two,Unravel Two,PC,Unravel,33,1528502400
unravel-yarny-bundle,Unravel: Yarny Bundle,PS4,,0,1532390400
unreal-championship-2-the-liandri-conflict,Unreal Championship 2: The Liandri Conflict,XB,,2,1113782400
unreal-championship,Unreal Championship,XB,,5,1038528000
unreal-tournament-2003,Unreal Tournament 2003,PC,,34,1033430400
unreal-ii-the-awakening,Unreal II: The Awakening,PC,,13,1044230400
unreal-ii-the-awakening-special-edition,Unreal II: The Awakening - Special Edition,PC,,0,1046649600
unreal-2-the-awakening-special-edition,Unreal 2: The Awakening Special Edition,PC,,0,1072828800
unreal-tournament-2004-editors-choice-edition,Unreal Tournament 2004: Editor's Choice Edition,PC,,1,1079395200
unreal-tournament-2004,Unreal Tournament 2004,PC,Unreal Tournament,63,1079654400
unreal-tournament-iii,Unreal Tournament III,X360,,30,1221696000
unreal-tournament-iii-black-edition,Unreal Tournament III: Black Edition,PC,,0,1198022400
unrest,Unrest,PC,,0,1406073600
unruly-heroes,Unruly Heroes,PC,,6,1548201600
unsighted,UNSIGHTED,PC,,1,1632960000
unsolved-crimes,Unsolved Crimes,DS,,0,1225411200
unsolved-mystery-club-ancient-astronauts-collectors-edition,Unsolved Mystery Club: Ancient Astronauts - Collector's Edition,PC,,0,1562889600
until-none-remain-vr,Until None Remain VR,PC,,0,1504224000
those-who-remain,Those Who Remain,PC,,7,1590624000
remain,Remain,PC,,0,1482278400
what-remains,What Remains,SNES,,0,1558656000
untitled-goose-game,Untitled Goose Game,PC,,16,1600819200
untold-legends-brotherhood-of-the-blade,Untold Legends: Brotherhood of the Blade,PSP,,1,1114300800
untold-legends-the-warriors-code,Untold Legends: The Warrior's Code,PSP,,1,1146268800
unturned--1,Unturned,PC,,28,1499385600
mafia-iii-stones-unturned,Mafia III: Stones Unturned,PC,,3,1496102400
uppers,Uppers,PC,,1,1603238400
uptasia,Uptasia,PC,,0,1515542400
urban-assault,Urban Assault,PC,,2,901843200
risk-urban-assault,Risk Urban Assault,PS3,,1,1470096000
urban-chaos-riot-response,Urban Chaos: Riot Response,PS2,,4,1182988800
urban-chaos,Urban Chaos,PC,,2,1346457600
urban-empire,Urban Empire,PC,,18,1484870400
urban-extreme-street-rage,Urban Extreme: Street Rage,Wii,,0,1219622400
urban-reign,Urban Reign,PS2,,2,1126569600
urban-strike,Urban Strike,GB,,4,851990400
urban-trial-freestyle,Urban Trial Freestyle,PC,,1,1379462400
urban-trial-freestyle-2,Urban Trial Freestyle 2,3DS,,0,1492646400
urban-trial-playground,Urban Trial Playground,PC,,0,1554422400
urban-trial-playground-deluxe-edition,Urban Trial Playground: Deluxe Edition,NS,,0,1540339200
urban-yeti,Urban Yeti!,GBA,,0,1029456000
urbanix,Urbanix,PSP,,0,1293753600
uru-ages-beyond-myst,Uru: Ages Beyond Myst,PC,,0,1071100800
urusei-yatsura-endless-summer,Urusei Yatsura: Endless Summer,DS,,0,1129766400
us-navy-fighters,U.S. Navy Fighters,PC,,0,785203200
us-navy-fighters-marine-fighters,U.S. Navy Fighters - Marine Fighters,PC,,0,820368000
usa-racer,USA Racer,PC,,1,1041292800
use-your-words,Use Your Words,PC,,7,1491264000
famicom-tantei-club-part-ii-ushiro-ni-tatsu-shoujo--1,Famicom Tantei Club Part II: Ushiro ni Tatsu Shoujo,WiiU,,0,1375228800
uso-tsuki-shangurira,Uso Tsuki Shangurira,PSV,,0,1512000000
uta-kumi-575,Uta Kumi 575,PSV,,0,1390435200
uta-no-prince-sama-all-star-for-nintendo-switch,Uta no Prince-sama: All Star for Nintendo Switch,NS,,0,1640217600
uta-no-prince-sama-debut-for-nintendo-switch,Uta no Prince-sama: Debut for Nintendo Switch,NS,,0,1614211200
uta-no-prince-sama-music-3,Uta no Prince-sama: MUSIC 3,PSV,,0,1453939200
uta-no-prince-sama-repeat-love,Uta no Prince-sama: Repeat LOVE,NS,,0,1576713600
utacchi,Utacchi,DS,,0,1267056000
utawarerumono-mask-of-deception,Utawarerumono: Mask of Deception,PC,Utawarerumono,0,1579737600
utawarerumono-mask-of-truth,Utawarerumono: Mask of Truth,PC,Utawarerumono,1,1579737600
utawarerumono-prelude-to-the-fallen,Utawarerumono: Prelude to the Fallen,PC,Utawarerumono,1,1611273600
utawarerumono-zan,Utawarerumono Zan,PS4,Utawarerumono,0,1568073600
utawarerumono-zan-2-premium-edition,Utawarerumono: Zan 2 - Premium Edition,PS4,Utawarerumono,0,1626912000
utawarerumono-zan-2,Utawarerumono: ZAN 2,PS4,Utawarerumono,0,1626912000
uurnog-uurnlimited,Uurnog Uurnlimited,PC,,1,1510790400
v-rally-3,V-Rally 3,PC,,1,1068768000
2-in-1-v-rally-3-plus-stuntman,2 in 1: V-Rally 3 + Stuntman,GBA,,0,1120176000
v-rally-4,V-Rally 4,PC,,26,1537833600
v-rally-4-ultimate-edition,V-Rally 4: Ultimate Edition,XOne,,0,1536624000
v-rally-championship-edition--1,V-Rally: Championship Edition,GB,V-Rally,0,915062400
v-rally-championship-edition,V-Rally: Championship Edition,PC,,3,936057600
v-rally-edition-99,V-Rally Edition '99,N64,,1,946598400
v-tennis,V-Tennis,PS,,0,867715200
v-tennis-2,V-Tennis 2,PS,,0,849225600
va-11-hall-a-cyberpunk-bartender-action,VA-11 HALL-A: Cyberpunk Bartender Action,PC,,30,1466467200
va-11-hall-a-kids,VA-11 Hall-A KIDS,PC,,0,1522540800
vacation-adventures-park-ranger,Vacation Adventures: Park Ranger,3DS,,0,1394064000
vacation-isle-beach-party,Vacation Isle Beach Party,Wii,,0,1278547200
vacation-sports,Vacation Sports,Wii,,0,1239926400
vaccine,Vaccine,PC,,0,1487635200
vaccine--1,Vaccine,PC,,0,1586736000
vaccine-a,Vaccine A,PC,,0,1626825600
vaccine-war,Vaccine War,PC,,0,1458432000
vaccine-hunter,Vaccine Hunter,PC,,0,1615939200
vagrant-story,Vagrant Story,PSP,,20,1298937600
valdis-story-abyssal-city,Valdis Story: Abyssal City,PC,,2,1378598400
valentino-rossi-the-game,Valentino Rossi: The Game,PC,,2,1469491200
valentino-rossi-the-game-compact,Valentino Rossi The Game Compact,PC,,0,1485388800
valet-parking-1989,Valet Parking 1989,DSi,,0,1303430400
valfaris,Valfaris,PC,,2,1570665600
valfaris-and-slain-double-pack,Valfaris & Slain Double Pack,NS,,0,1587600000
valfaris-digital-deluxe-edition,Valfaris: Digital Deluxe Edition,PC,,0,1570665600
valhalla-hills-definitive-edition,Valhalla Hills: Definitive Edition,PS4,,0,1493078400
valhalla-hills,Valhalla Hills,PC,,2,1449014400
valhalla-knights-2-battle-stance,Valhalla Knights 2: Battle Stance,PSP,,0,1283299200
valhalla-knights-2,Valhalla Knights 2,PSP,,0,1225497600
valhalla-knights-3,Valhalla Knights 3,PSV,,0,1369267200
valhalla-knights-eldar-saga,Valhalla Knights: Eldar Saga,Wii,,1,1254182400
valhalla-knights,Valhalla Knights,PSP,,0,1189123200
valheim,Valheim,PC,,16,1612224000
valiant-hearts-the-great-war,Valiant Hearts: The Great War,PC,,116,1403654400
valkyria-chronicles-2,Valkyria Chronicles 2,PSP,Valkyria,6,1283385600
valkyria-chronicles-2-dlc-pack-2,Valkyria Chronicles 2: DLC Pack 2,PSP,Valkyria,0,1285632000
valkyria-chronicles-2-seven-secrets,Valkyria Chronicles 2: Seven Secrets,PSP,Valkyria,0,1269475200
valkyria-chronicles-3-unrecorded-chronicles,Valkyria Chronicles 3: Unrecorded Chronicles,PSP,Valkyria,4,1296086400
valkyria-chronicles-4,Valkyria Chronicles 4,NS,Valkyria,19,1538006400
valkyria-chronicles-4-launch-edition,Valkyria Chronicles 4: Launch Edition,NS,Valkyria,0,1316908800
valkyria-chronicles-4-complete-edition,Valkyria Chronicles 4: Complete Edition,PC,Valkyria,0,1537833600
valkyria-chronicles-4-squad-e-to-the-beach,"Valkyria Chronicles 4 : Squad E, to the Beach!",PS4,,0,1546214400
valkyria-chronicles-edys-mission-enter-the-edy-detachment,"Valkyria Chronicles: Edy's Mission ""Enter the Edy Detachment""",PC,Valkyria,0,1415664000
valkyria-chronicles-remastered,Valkyria Chronicles Remastered,PC,Valkyria,15,1415664000
valkyria-chronicles-remastered-europa-edition,Valkyria Chronicles: Remastered - Europa Edition,PS4,Valkyria,0,1455062400
valkyria-chronicles-remastered-steelbook-edition,Valkyria Chronicles: Remastered - Steelbook Edition,PS4,Valkyria,0,1455062400
valkyria-chronicles-selverias-mission-behind-her-blue-flame,Valkyria Chronicles: Selveria's Mission - Behind Her Blue Flame,PC,Valkyria,0,1415664000
valkyria-revolution,Valkyria Revolution,PS4,Valkyria,9,1498780800
valkyria-revolution-vanargand-edition,Valkyria Revolution: Vanargand Edition,PS4,Valkyria,0,1498780800
valkyria-revolution-limited-edition,Valkyria Revolution: Limited Edition,PS4,Valkyria,0,1498780800
valkyria-revolution-scenario-pack-princess-and-valkyria-dlc,Valkyria Revolution Scenario Pack: Princess and Valkyria DLC,PS4,Valkyria,0,1499731200
valkyria-revolution-scenario-pack-vanargand-bundle-dlc,Valkyria Revolution Scenario Pack: Vanargand Bundle DLC,PS4,Valkyria,0,1498521600
valkyrie-drive-bhikkhuni,Valkyrie Drive: Bhikkhuni,PC,Valkyrie Drive,5,1497916800
